"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_tanaman_1Mei2023";"n_rtup_usaha_komoditas";"n_utp_usaha_komoditas";"rerata_jml_tanaman_yg_diusahakan_per_rtup_komoditas";"rerata_jml_tanaman_yg_diusahakan_per_utp_komoditas"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6105";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6106";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6107";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6108";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6109";"[5310032] MAPITARA";"53";"5310";"5310032";"13.00";"3.00";"3.00";"4.00";"4.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6110";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6111";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6112";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6113";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6114";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6115";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6116";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6117";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6118";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6119";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6120";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6121";"[5310032] MAPITARA";"53";"5310";"5310032";"15.00";"1.00";"1.00";"15.00";"15.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6122";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6123";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6124";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6125";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6126";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6127";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6128";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6129";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6130";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6131";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6132";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6133";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6134";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6135";"[5310032] MAPITARA";"53";"5310";"5310032";"28.00";"3.00";"3.00";"9.00";"9.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6136";"[5310032] MAPITARA";"53";"5310";"5310032";"1725.00";"72.00";"72.00";"24.00";"24.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6137";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6138";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6139";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6140";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6141";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6142";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6143";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6144";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6145";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6146";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6147";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6148";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6149";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6150";"[5310032] MAPITARA";"53";"5310";"5310032";"5.00";"1.00";"1.00";"5.00";"5.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6151";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6152";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6153";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6154";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6155";"[5310032] MAPITARA";"53";"5310";"5310032";"15.00";"1.00";"1.00";"15.00";"15.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6156";"[5310032] MAPITARA";"53";"5310";"5310032";"1447.00";"55.00";"55.00";"26.00";"26.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6157";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6158";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6159";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6160";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6161";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6162";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6163";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6164";"[5310032] MAPITARA";"53";"5310";"5310032";"51.00";"2.00";"2.00";"26.00";"26.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6165";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6166";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6167";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6168";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6169";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6170";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6171";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6172";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6173";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6174";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6175";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6176";"[5310032] MAPITARA";"53";"5310";"5310032";"537.00";"6.00";"6.00";"90.00";"90.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6177";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6178";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6179";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6180";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6181";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6182";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6183";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6184";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6185";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6186";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6187";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6188";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6189";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6199";"[5310032] MAPITARA";"53";"5310";"5310032";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6101";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6102";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6103";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6104";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6105";"[5310040] TALIBURA";"53";"5310";"5310040";"5.00";"1.00";"1.00";"5.00";"5.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6106";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6107";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6108";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6109";"[5310040] TALIBURA";"53";"5310";"5310040";"2626.00";"374.00";"387.00";"7.00";"7.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6110";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6111";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6112";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6113";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6114";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6115";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6116";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6117";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6118";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6119";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6120";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6121";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6122";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6123";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6124";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6125";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6126";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6127";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6128";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6129";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6130";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6131";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6132";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6133";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6134";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6135";"[5310040] TALIBURA";"53";"5310";"5310040";"19299.00";"604.00";"606.00";"32.00";"32.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6136";"[5310040] TALIBURA";"53";"5310";"5310040";"301222.00";"1023.00";"1049.00";"294.00";"287.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6137";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6138";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6139";"[5310040] TALIBURA";"53";"5310";"5310040";"585.00";"7.00";"7.00";"84.00";"84.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6140";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6141";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6142";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6143";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6144";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6145";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6146";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6147";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6148";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6149";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6150";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6151";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6152";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6153";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6154";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6155";"[5310040] TALIBURA";"53";"5310";"5310040";"1015.00";"12.00";"12.00";"85.00";"85.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6156";"[5310040] TALIBURA";"53";"5310";"5310040";"67087.00";"1577.00";"1664.00";"43.00";"40.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6157";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6158";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6159";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6160";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6161";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6162";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6163";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6164";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6165";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6166";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6167";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6168";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6169";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6170";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6171";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6172";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6173";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6174";"[5310040] TALIBURA";"53";"5310";"5310040";"0.00";"0.00";"0.00";"0.00";"0.00"
