"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310010] PAGA";"53";"5310";"5310010";"89947501";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310011] MEGO";"53";"5310";"5310011";"77097702";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310012] TANA WAWO";"53";"5310";"5310012";"64247975";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310020] LELA";"53";"5310";"5310020";"57823092";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310030] BOLA";"53";"5310";"5310030";"51398236";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310031] DORENG";"53";"5310";"5310031";"57823644";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310032] MAPITARA";"53";"5310";"5310032";"25699622";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310040] TALIBURA";"53";"5310";"5310040";"128497870";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310041] WAIGETE";"53";"5310";"5310041";"70673658";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310042] WAIBLAMA";"53";"5310";"5310042";"44974083";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310050] KEWAPANTE";"53";"5310";"5310050";"57823749";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"44973971";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310052] KANGAE";"53";"5310";"5310052";"57822899";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310061] PALUE";"53";"5310";"5310061";"51393044";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310062] KOTING";"53";"5310";"5310062";"44968861";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310063] NELLE";"53";"5310";"5310063";"32120585";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310070] NITA";"53";"5310";"5310070";"96361605";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310071] MAGEPANDA";"53";"5310";"5310071";"51392764";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310080] ALOK";"53";"5310";"5310080";"44968616";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310081] ALOK BARAT";"53";"5310";"5310081";"25696330";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"70664825";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2515";"[5310] SIKKA";"53";"5310";"5310999";"1246370632";"0";"0";"0";"0";"0";"0"
