"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310010] PAGA";"53";"5310";"5310010";"56668212";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310011] MEGO";"53";"5310";"5310011";"48572214";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310012] TANA WAWO";"53";"5310";"5310012";"40476735";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310020] LELA";"53";"5310";"5310020";"36428976";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310030] BOLA";"53";"5310";"5310030";"32381244";"14";"0";"0";"14";"14";"0";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310031] DORENG";"53";"5310";"5310031";"36428823";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310032] MAPITARA";"53";"5310";"5310032";"16190562";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310040] TALIBURA";"53";"5310";"5310040";"80953910";"244";"0";"0";"244";"244";"0";"244"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310041] WAIGETE";"53";"5310";"5310041";"44525371";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310042] WAIBLAMA";"53";"5310";"5310042";"28334264";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310050] KEWAPANTE";"53";"5310";"5310050";"36429696";"19";"0";"0";"19";"19";"0";"19"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"28334187";"14";"0";"0";"14";"14";"0";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310052] KANGAE";"53";"5310";"5310052";"36429561";"3";"0";"0";"3";"3";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310061] PALUE";"53";"5310";"5310061";"32381764";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310062] KOTING";"53";"5310";"5310062";"28333991";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310063] NELLE";"53";"5310";"5310063";"20238535";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310070] NITA";"53";"5310";"5310070";"60706515";"7";"0";"0";"7";"7";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310071] MAGEPANDA";"53";"5310";"5310071";"32375524";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310080] ALOK";"53";"5310";"5310080";"28328531";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310081] ALOK BARAT";"53";"5310";"5310081";"16187710";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"44516120";"12";"0";"0";"12";"12";"0";"12"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2146";"[5310] SIKKA";"53";"5310";"5310999";"785222445";"316";"0";"0";"316";"316";"0";"316"
