"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_penyebab_kekeringan";"n_utp_penyebab_hama";"n_utp_penyebab_penyakit";"n_utp_penyebab_banjir";"n_utp_penyebab_panen_sebagian";"n_utp_penyebab_dirusak_oleh_hewan";"n_utp_penyebab_pencurian";"n_utp_penyebab_lainnya"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310010] PAGA";"53";"5310";"5310010";"0";"1";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310011] MEGO";"53";"5310";"5310011";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310020] LELA";"53";"5310";"5310020";"0";"0";"0";"0";"1";"1";"1";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310030] BOLA";"53";"5310";"5310030";"0";"1";"0";"0";"0";"1";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310031] DORENG";"53";"5310";"5310031";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310032] MAPITARA";"53";"5310";"5310032";"2";"0";"1";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310040] TALIBURA";"53";"5310";"5310040";"7";"63";"5";"0";"7";"11";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310041] WAIGETE";"53";"5310";"5310041";"112";"22";"1";"0";"3";"3";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1";"2";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310050] KEWAPANTE";"53";"5310";"5310050";"4";"2";"1";"0";"1";"2";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1";"2";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310052] KANGAE";"53";"5310";"5310052";"4";"8";"0";"0";"0";"2";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310062] KOTING";"53";"5310";"5310062";"0";"6";"2";"0";"0";"0";"0";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310063] NELLE";"53";"5310";"5310063";"0";"0";"1";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310070] NITA";"53";"5310";"5310070";"7";"12";"4";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310071] MAGEPANDA";"53";"5310";"5310071";"15";"6";"0";"0";"0";"4";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310080] ALOK";"53";"5310";"5310080";"2";"1";"1";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310081] ALOK BARAT";"53";"5310";"5310081";"31";"4";"0";"0";"0";"5";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"1";"0";"3";"0";"0";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310] SIKKA";"53";"5310";"5310999";"187";"130";"19";"0";"12";"30";"1";"32"
