tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_utp_usaha_selain_ternak_besar_produksi_daging;n_utp_usaha_selain_ternak_besar_produksi_susu_segar;n_utp_usaha_selain_ternak_besar_produksi_telur_konsumsi;n_utp_usaha_selain_ternak_besar_produksi_telur_tetas;n_utp_usaha_selain_ternak_besar_produksi_semen_ternak;n_utp_usaha_selain_ternak_besar_produksi_embrio;n_utp_usaha_selain_ternak_besar_produksi_madu;n_utp_usaha_selain_ternak_besar_produksi_liur_atau_sarang;n_utp_usaha_selain_ternak_besar_produksi_bulu;n_utp_usaha_selain_ternak_besar_produksi_kepompong;n_utp_usaha_selain_ternak_besar_produksi_kulit;n_utp_usaha_selain_ternak_besar_produksi_lilin_malam;jumlah;n_utp_usaha_selain_ternak_besar
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310010] PAGA;53;5310;5310010;941;0;58;4;0;0;0;0;0;0;0;0;1003;949
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310011] MEGO;53;5310;5310011;1119;0;14;14;0;0;0;0;0;0;0;0;1147;1127
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310012] TANA WAWO;53;5310;5310012;778;0;11;0;0;0;0;0;0;0;0;0;789;779
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310020] LELA;53;5310;5310020;985;0;36;1;0;0;0;0;0;0;0;0;1022;986
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310030] BOLA;53;5310;5310030;1021;0;117;1;0;0;0;0;0;0;0;0;1139;1025
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310031] DORENG;53;5310;5310031;1364;0;23;1;0;0;0;0;0;0;0;0;1388;1369
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310032] MAPITARA;53;5310;5310032;352;0;33;0;0;0;0;0;0;0;0;0;385;354
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310040] TALIBURA;53;5310;5310040;1903;0;31;3;0;0;0;0;0;0;0;0;1937;1904
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310041] WAIGETE;53;5310;5310041;2552;0;400;55;0;0;0;0;0;0;0;0;3007;2556
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310042] WAIBLAMA;53;5310;5310042;396;0;39;1;0;0;0;0;0;0;0;0;436;397
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310050] KEWAPANTE;53;5310;5310050;1044;0;9;6;0;0;0;0;0;0;0;0;1059;1050
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310051] HEWOKLOANG;53;5310;5310051;1246;0;31;39;0;0;0;0;0;0;0;0;1316;1247
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310052] KANGAE;53;5310;5310052;2238;0;80;35;0;0;0;0;0;0;0;0;2353;2248
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310061] PALUE;53;5310;5310061;276;0;0;0;0;0;0;0;0;0;0;0;276;276
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310062] KOTING;53;5310;5310062;586;0;33;0;0;0;0;0;0;0;0;0;619;592
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310063] NELLE;53;5310;5310063;645;0;1;0;0;0;0;0;0;0;0;0;646;645
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310070] NITA;53;5310;5310070;1561;0;290;3;0;0;0;0;0;0;0;0;1854;1645
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310071] MAGEPANDA;53;5310;5310071;970;0;142;10;0;0;0;0;0;0;0;0;1122;974
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310080] ALOK;53;5310;5310080;706;0;10;0;0;0;0;0;0;0;0;0;716;710
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310081] ALOK BARAT;53;5310;5310081;719;0;135;11;0;0;0;0;0;0;0;0;865;729
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310082] ALOK TIMUR;53;5310;5310082;1143;0;2;0;0;0;0;0;0;0;0;0;1145;1144
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310] SIKKA;53;5310;5310999;22545;0;1495;184;0;0;0;0;0;0;0;0;24224;22706
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310010] PAGA;53;5310;5310010;2;0;0;0;0;0;0;0;0;0;0;0;2;2
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310011] MEGO;53;5310;5310011;3;0;0;0;0;0;0;0;0;0;0;0;3;3
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310020] LELA;53;5310;5310020;3;0;0;0;0;0;0;0;0;0;0;0;3;3
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310030] BOLA;53;5310;5310030;1;0;0;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310031] DORENG;53;5310;5310031;1;0;0;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310040] TALIBURA;53;5310;5310040;2;0;0;0;0;0;0;0;0;0;0;0;2;2
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310041] WAIGETE;53;5310;5310041;4;0;0;0;0;0;0;0;0;0;0;0;4;4
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310052] KANGAE;53;5310;5310052;6;0;0;0;0;0;0;0;0;0;0;0;6;6
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310062] KOTING;53;5310;5310062;3;0;0;0;0;0;0;0;0;0;0;0;3;3
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310063] NELLE;53;5310;5310063;3;0;0;0;0;0;0;0;0;0;0;0;3;3
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310070] NITA;53;5310;5310070;24;0;0;0;0;0;0;0;0;0;0;0;24;24
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310071] MAGEPANDA;53;5310;5310071;3;0;0;0;0;0;0;0;0;0;0;0;3;3
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310080] ALOK;53;5310;5310080;6;0;0;0;0;0;0;0;0;0;0;0;6;6
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310081] ALOK BARAT;53;5310;5310081;12;0;0;0;0;0;0;0;0;0;0;0;12;12
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310082] ALOK TIMUR;53;5310;5310082;9;0;0;0;0;0;0;0;0;0;0;0;9;9
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310] SIKKA;53;5310;5310999;82;0;0;0;0;0;0;0;0;0;0;0;82;82
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310020] LELA;53;5310;5310020;0;0;1;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310040] TALIBURA;53;5310;5310040;0;0;1;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310041] WAIGETE;53;5310;5310041;1;0;1;0;0;0;0;0;0;0;0;0;2;2
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310050] KEWAPANTE;53;5310;5310050;1;0;0;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310052] KANGAE;53;5310;5310052;0;0;1;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310062] KOTING;53;5310;5310062;0;0;2;0;0;0;0;0;0;0;0;0;2;2
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310063] NELLE;53;5310;5310063;0;0;2;0;0;0;0;0;0;0;0;0;2;2
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310071] MAGEPANDA;53;5310;5310071;0;0;1;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310081] ALOK BARAT;53;5310;5310081;0;0;1;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310] SIKKA;53;5310;5310999;2;0;10;0;0;0;0;0;0;0;0;0;12;12
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310010] PAGA;53;5310;5310010;92;0;0;1;0;0;0;0;0;0;0;0;93;92
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310011] MEGO;53;5310;5310011;45;0;1;0;0;0;0;0;0;0;0;0;46;45
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310012] TANA WAWO;53;5310;5310012;23;0;1;0;0;0;0;0;0;0;0;0;24;23
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310020] LELA;53;5310;5310020;22;0;0;0;0;0;0;0;0;0;0;0;22;22
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310030] BOLA;53;5310;5310030;13;0;2;0;0;0;0;0;0;0;0;0;15;13
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310031] DORENG;53;5310;5310031;6;0;0;0;0;0;0;0;0;0;0;0;6;6
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310040] TALIBURA;53;5310;5310040;43;0;8;0;0;0;0;0;0;0;0;0;51;43
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310041] WAIGETE;53;5310;5310041;42;0;0;1;0;0;0;0;0;0;0;0;43;42
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310050] KEWAPANTE;53;5310;5310050;29;0;0;0;0;0;0;0;0;0;0;0;29;29
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310051] HEWOKLOANG;53;5310;5310051;9;0;0;0;0;0;0;0;0;0;0;0;9;9
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310052] KANGAE;53;5310;5310052;61;0;3;2;0;0;0;0;0;0;0;0;66;62
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310061] PALUE;53;5310;5310061;2;0;0;0;0;0;0;0;0;0;0;0;2;2
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310062] KOTING;53;5310;5310062;14;0;0;0;0;0;0;0;0;0;0;0;14;14
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310063] NELLE;53;5310;5310063;20;0;0;1;0;0;0;0;0;0;0;0;21;20
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310070] NITA;53;5310;5310070;32;0;2;0;0;0;0;0;0;0;0;0;34;32
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310071] MAGEPANDA;53;5310;5310071;86;0;9;0;0;0;0;0;0;0;0;0;95;86
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310080] ALOK;53;5310;5310080;100;0;0;0;0;0;0;0;0;0;0;0;100;100
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310081] ALOK BARAT;53;5310;5310081;52;0;7;0;0;0;0;0;0;0;0;0;59;52
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310082] ALOK TIMUR;53;5310;5310082;78;0;0;0;0;0;0;0;0;0;0;0;78;78
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310] SIKKA;53;5310;5310999;769;0;33;5;0;0;0;0;0;0;0;0;807;770
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_21_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
