"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310010] PAGA";"53";"5310";"5310010";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310011] MEGO";"53";"5310";"5310011";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310020] LELA";"53";"5310";"5310020";"0";"2";"0";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310030] BOLA";"53";"5310";"5310030";"0";"6";"1";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310031] DORENG";"53";"5310";"5310031";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310040] TALIBURA";"53";"5310";"5310040";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310041] WAIGETE";"53";"5310";"5310041";"2";"1";"17";"2";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310050] KEWAPANTE";"53";"5310";"5310050";"0";"1";"1";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310052] KANGAE";"53";"5310";"5310052";"3";"105";"165";"0";"272"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310061] PALUE";"53";"5310";"5310061";"1";"35";"0";"0";"36"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310062] KOTING";"53";"5310";"5310062";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310063] NELLE";"53";"5310";"5310063";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310070] NITA";"53";"5310";"5310070";"0";"0";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310071] MAGEPANDA";"53";"5310";"5310071";"5";"0";"1";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310080] ALOK";"53";"5310";"5310080";"0";"3";"3";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310081] ALOK BARAT";"53";"5310";"5310081";"3";"2";"10";"3";"18"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"1";"13";"3";"0";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1226";"[5310] SIKKA";"53";"5310";"5310999";"15";"168";"203";"5";"390"
