tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;ID;n_utp_budidaya;n_utp_pembibitan;n_utp_budidaya_dan_pembibitan;n_utp_jumlah;n_utp_budidaya_jumlah;n_utp_pembibitan_jumlah;n_utp
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310031] DORENG;53;5310;5310031;35484669;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310032] MAPITARA;53;5310;5310032;15770938;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310040] TALIBURA;53;5310;5310040;78854450;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310041] WAIGETE;53;5310;5310041;43370820;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310042] WAIBLAMA;53;5310;5310042;27599929;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310050] KEWAPANTE;53;5310;5310050;35485551;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310051] HEWOKLOANG;53;5310;5310051;27599817;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310052] KANGAE;53;5310;5310052;35485407;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310061] PALUE;53;5310;5310061;31542516;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310062] KOTING;53;5310;5310062;27599649;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310063] NELLE;53;5310;5310063;19714005;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310070] NITA;53;5310;5310070;59141865;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310071] MAGEPANDA;53;5310;5310071;31541193;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310080] ALOK;53;5310;5310080;27598361;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310081] ALOK BARAT;53;5310;5310081;15770470;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310082] ALOK TIMUR;53;5310;5310082;43368710;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2140;[5310] SIKKA;53;5310;5310999;764869058;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310010] PAGA;53;5310;5310010;51755403;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310011] MEGO;53;5310;5310011;44361618;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310012] TANA WAWO;53;5310;5310012;36967905;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310020] LELA;53;5310;5310020;33273705;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310030] BOLA;53;5310;5310030;29577748;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310031] DORENG;53;5310;5310031;33274890;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310032] MAPITARA;53;5310;5310032;14788814;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310040] TALIBURA;53;5310;5310040;73943830;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310041] WAIGETE;53;5310;5310041;40668936;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310042] WAIBLAMA;53;5310;5310042;25880169;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310050] KEWAPANTE;53;5310;5310050;33274431;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310051] HEWOKLOANG;53;5310;5310051;25881100;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310052] KANGAE;53;5310;5310052;33275628;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310061] PALUE;53;5310;5310061;29578268;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310062] KOTING;53;5310;5310062;25880932;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310063] NELLE;53;5310;5310063;18486350;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310070] NITA;53;5310;5310070;55458900;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310071] MAGEPANDA;53;5310;5310071;29577988;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310080] ALOK;53;5310;5310080;25880687;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310081] ALOK BARAT;53;5310;5310081;14788942;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310082] ALOK TIMUR;53;5310;5310082;40668614;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2141;[5310] SIKKA;53;5310;5310999;717244858;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310010] PAGA;53;5310;5310010;53218305;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310011] MEGO;53;5310;5310011;45615534;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310012] TANA WAWO;53;5310;5310012;38012835;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310020] LELA;53;5310;5310020;34211466;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310030] BOLA;53;5310;5310030;30410124;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310031] DORENG;53;5310;5310031;34210569;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310032] MAPITARA;53;5310;5310032;15202026;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310040] TALIBURA;53;5310;5310040;76009890;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310041] WAIGETE;53;5310;5310041;41805269;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310042] WAIBLAMA;53;5310;5310042;26603290;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310050] KEWAPANTE;53;5310;5310050;34204158;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310051] HEWOKLOANG;53;5310;5310051;26603178;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310052] KANGAE;53;5310;5310052;34204014;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310061] PALUE;53;5310;5310061;30403798;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310062] KOTING;53;5310;5310062;26604053;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310063] NELLE;53;5310;5310063;19002865;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310070] NITA;53;5310;5310070;57008445;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310071] MAGEPANDA;53;5310;5310071;30404412;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310080] ALOK;53;5310;5310080;26603808;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310081] ALOK BARAT;53;5310;5310081;15202154;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310082] ALOK TIMUR;53;5310;5310082;41805841;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2142;[5310] SIKKA;53;5310;5310999;737346034;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310010] PAGA;53;5310;5310010;58463520;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310011] MEGO;53;5310;5310011;50112582;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310012] TANA WAWO;53;5310;5310012;41760375;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310020] LELA;53;5310;5310020;37584252;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310030] BOLA;53;5310;5310030;33408156;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310031] DORENG;53;5310;5310031;37584099;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310032] MAPITARA;53;5310;5310032;16704018;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310040] TALIBURA;53;5310;5310040;83520744;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310041] WAIGETE;53;5310;5310041;45940664;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310042] WAIBLAMA;53;5310;5310042;29234905;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310050] KEWAPANTE;53;5310;5310050;37587663;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310051] HEWOKLOANG;53;5310;5310051;29234793;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310052] KANGAE;53;5310;5310052;37587519;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310061] PALUE;53;5310;5310061;33411060;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310062] KOTING;53;5310;5310062;29234625;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310063] NELLE;53;5310;5310063;20881845;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310070] NITA;53;5310;5310070;62646279;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310071] MAGEPANDA;53;5310;5310071;33411972;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310080] ALOK;53;5310;5310080;29235423;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310081] ALOK BARAT;53;5310;5310081;16705934;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310082] ALOK TIMUR;53;5310;5310082;45941236;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2143;[5310] SIKKA;53;5310;5310999;810191664;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310010] PAGA;53;5310;5310010;59559003;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310011] MEGO;53;5310;5310011;51050418;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310012] TANA WAWO;53;5310;5310012;42542501;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310020] LELA;53;5310;5310020;38288970;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310030] BOLA;53;5310;5310030;34034572;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310031] DORENG;53;5310;5310031;38288817;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310032] MAPITARA;53;5310;5310032;17017226;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310040] TALIBURA;53;5310;5310040;85085890;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310041] WAIGETE;53;5310;5310041;46797069;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310042] WAIBLAMA;53;5310;5310042;29779890;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310050] KEWAPANTE;53;5310;5310050;37983870;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310051] HEWOKLOANG;53;5310;5310051;29424542;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310052] KANGAE;53;5310;5310052;37831482;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310061] PALUE;53;5310;5310061;33627916;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310062] KOTING;53;5310;5310062;29424374;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310063] NELLE;53;5310;5310063;21017380;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310070] NITA;53;5310;5310070;63051990;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310071] MAGEPANDA;53;5310;5310071;33627636;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310080] ALOK;53;5310;5310080;29424129;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310081] ALOK BARAT;53;5310;5310081;16814064;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310082] ALOK TIMUR;53;5310;5310082;46239413;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2144;[5310] SIKKA;53;5310;5310999;820911152;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310010] PAGA;53;5310;5310010;55671553;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310011] MEGO;53;5310;5310011;47718318;1;0;0;1;1;0;1
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310012] TANA WAWO;53;5310;5310012;39765155;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310020] LELA;53;5310;5310020;35788554;8;0;0;8;8;0;8
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310030] BOLA;53;5310;5310030;31811980;89;0;0;89;89;0;89
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310031] DORENG;53;5310;5310031;35789437;19;0;0;19;19;0;19
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310032] MAPITARA;53;5310;5310032;15906522;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310040] TALIBURA;53;5310;5310040;79532370;18;0;0;18;18;0;18
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310041] WAIGETE;53;5310;5310041;43742633;63;0;0;63;63;0;63
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310042] WAIBLAMA;53;5310;5310042;27836158;8;0;0;8;8;0;8
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310050] KEWAPANTE;53;5310;5310050;35789274;64;0;0;64;64;0;64
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310051] HEWOKLOANG;53;5310;5310051;27836046;116;0;0;116;116;0;116
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310052] KANGAE;53;5310;5310052;35789130;108;0;1;109;109;1;109
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310061] PALUE;53;5310;5310061;31816060;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310062] KOTING;53;5310;5310062;27839000;9;0;0;9;9;0;9
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310063] NELLE;53;5310;5310063;19884970;2;0;0;2;2;0;2
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310070] NITA;53;5310;5310070;59654760;15;0;0;15;15;0;15
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310071] MAGEPANDA;53;5310;5310071;31815780;7;0;0;7;7;0;7
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310080] ALOK;53;5310;5310080;27838755;5;0;0;5;5;0;5
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310081] ALOK BARAT;53;5310;5310081;15907838;1;0;0;1;1;0;1
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310082] ALOK TIMUR;53;5310;5310082;43746472;23;0;0;23;23;0;23
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2145;[5310] SIKKA;53;5310;5310999;771480765;556;0;1;557;557;1;557
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310010] PAGA;53;5310;5310010;56668212;1;0;0;1;1;0;1
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310011] MEGO;53;5310;5310011;48572214;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310012] TANA WAWO;53;5310;5310012;40476735;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310020] LELA;53;5310;5310020;36428976;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310030] BOLA;53;5310;5310030;32381244;14;0;0;14;14;0;14
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310031] DORENG;53;5310;5310031;36428823;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310032] MAPITARA;53;5310;5310032;16190562;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310040] TALIBURA;53;5310;5310040;80953910;244;0;0;244;244;0;244
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310041] WAIGETE;53;5310;5310041;44525371;2;0;0;2;2;0;2
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310042] WAIBLAMA;53;5310;5310042;28334264;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310050] KEWAPANTE;53;5310;5310050;36429696;19;0;0;19;19;0;19
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310051] HEWOKLOANG;53;5310;5310051;28334187;14;0;0;14;14;0;14
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310052] KANGAE;53;5310;5310052;36429561;3;0;0;3;3;0;3
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310061] PALUE;53;5310;5310061;32381764;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310062] KOTING;53;5310;5310062;28333991;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310063] NELLE;53;5310;5310063;20238535;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310070] NITA;53;5310;5310070;60706515;7;0;0;7;7;0;7
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310071] MAGEPANDA;53;5310;5310071;32375524;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310080] ALOK;53;5310;5310080;28328531;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310081] ALOK BARAT;53;5310;5310081;16187710;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310082] ALOK TIMUR;53;5310;5310082;44516120;12;0;0;12;12;0;12
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2146;[5310] SIKKA;53;5310;5310999;785222445;316;0;0;316;316;0;316
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2147;[5310010] PAGA;53;5310;5310010;79451043;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2147;[5310011] MEGO;53;5310;5310011;68100589;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2147;[5310012] TANA WAWO;53;5310;5310012;56749015;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2147;[5310020] LELA;53;5310;5310020;51074028;0;0;0;0;0;0;0
BAB_4_tabel_4_53_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2147;[5310030] BOLA;53;5310;5310030;45399068;4;0;0;4;4;0;4
