tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;jenis_produksi;satuan_produksi;ID;sum_jumlah_tanaman_belum_menghasilkan;sum_jumlah_tanaman_menghasilkan;sum_jumlah_tanaman_tidak_menghasilkan;sum_produksi_volume;sum_produksi_nilai
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2301;[5310062] KOTING;53;5310;5310062;5;1;334176;0;1;0;180;450
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2301;[5310081] ALOK BARAT;53;5310;5310081;5;1;334234;0;3;0;4;40
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2301;[5310] SIKKA;53;5310;5310999;5;1;668410;0;4;0;184;490
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2305;[5310010] PAGA;53;5310;5310010;5;1;392302;0;4;0;120;800
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2305;[5310012] TANA WAWO;53;5310;5310012;5;1;392368;0;5;0;120;800
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2305;[5310020] LELA;53;5310;5310020;5;1;784870;0;22;0;15;200
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2305;[5310030] BOLA;53;5310;5310030;5;1;392442;0;2;0;5;200
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2305;[5310031] DORENG;53;5310;5310031;5;1;392506;0;12;0;74;650
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2305;[5310040] TALIBURA;53;5310;5310040;5;1;1959485;308;710;20;7657.6;64600
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2305;[5310050] KEWAPANTE;53;5310;5310050;5;1;785425;2;7;0;202;793
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2305;[5310051] HEWOKLOANG;53;5310;5310051;5;1;1960115;1;45;0;315.4;5470
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2305;[5310062] KOTING;53;5310;5310062;5;1;1565399;0;8;0;150;1085
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2305;[5310070] NITA;53;5310;5310070;5;1;1964823;0;16;0;250;5400
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2305;[5310082] ALOK TIMUR;53;5310;5310082;5;1;393120;0;3;0;24;1100
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2305;[5310] SIKKA;53;5310;5310999;5;1;10982855;311;834;20;8933;81098
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2399;[5310030] BOLA;53;5310;5310030;17;1;662776;3;28;0;202;4020
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2399;[5310041] WAIGETE;53;5310;5310041;5;1;331428;0;14;0;40;200
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2399;[5310062] KOTING;53;5310;5310062;5;1;331479;0;5;0;23;1350
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2399;[5310070] NITA;53;5310;5310070;17;1;331491;0;2;0;6;240
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2399;[5310070] NITA;53;5310;5310070;9;1;331500;0;15;0;92;1200
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2399;[5310071] MAGEPANDA;53;5310;5310071;17;1;331504;0;6;0;8;140
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2399;[5310] SIKKA;53;5310;5310999;17;1;1325771;3;36;0;216;4400
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2399;[5310] SIKKA;53;5310;5310999;5;1;662907;0;19;0;63;1550
BAB_4_tabel_4_61_jenis_satuan_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2399;[5310] SIKKA;53;5310;5310999;9;1;331500;0;15;0;92;1200
