"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310010] PAGA";"53";"5310";"5310010";"6759529";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310011] MEGO";"53";"5310";"5310011";"5793726";"0";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310012] TANA WAWO";"53";"5310";"5310012";"4828467";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310020] LELA";"53";"5310";"5310020";"4346172";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310030] BOLA";"53";"5310";"5310030";"3863196";"0";"13";"0";"0";"13";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310031] DORENG";"53";"5310";"5310031";"4346019";"0";"5";"0";"0";"5";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310032] MAPITARA";"53";"5310";"5310032";"1931538";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310040] TALIBURA";"53";"5310";"5310040";"9657450";"0";"13";"0";"1";"14";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310041] WAIGETE";"53";"5310";"5310041";"5313563";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310042] WAIBLAMA";"53";"5310";"5310042";"3382428";"0";"0";"1";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310050] KEWAPANTE";"53";"5310";"5310050";"4348764";"1";"0";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"3382316";"0";"12";"0";"0";"12";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310052] KANGAE";"53";"5310";"5310052";"4348620";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310061] PALUE";"53";"5310";"5310061";"3865372";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310062] KOTING";"53";"5310";"5310062";"3382148";"0";"5";"0";"0";"5";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310063] NELLE";"53";"5310";"5310063";"2415790";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310070] NITA";"53";"5310";"5310070";"7248886";"4";"54";"0";"0";"58";"59"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310071] MAGEPANDA";"53";"5310";"5310071";"3866044";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310080] ALOK";"53";"5310";"5310080";"3382736";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310081] ALOK BARAT";"53";"5310";"5310081";"1932970";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5315585";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310] SIKKA";"53";"5310";"5310999";"93711319";"5";"112";"1";"1";"119";"121"
