"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_dipanen_sendiri";"n_utp_diijonkan";"n_utp_ditebaskan";"n_utp_belum_panen_habis";"n_utp_puso";"n_utp_tidak_panen";"n_utp_belum_panen";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310010] PAGA";"53";"5310";"5310010";"899";"0";"0";"0";"229";"12";"3";"913"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310011] MEGO";"53";"5310";"5310011";"1178";"0";"0";"0";"0";"2";"31";"1180"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310012] TANA WAWO";"53";"5310";"5310012";"1402";"0";"0";"1";"28";"0";"264";"1417"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310020] LELA";"53";"5310";"5310020";"15";"0";"0";"0";"0";"11";"1";"27"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310030] BOLA";"53";"5310";"5310030";"159";"0";"0";"0";"25";"34";"19";"220"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310031] DORENG";"53";"5310";"5310031";"73";"0";"0";"0";"0";"4";"1";"77"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310032] MAPITARA";"53";"5310";"5310032";"806";"0";"0";"2";"10";"0";"21";"821"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310040] TALIBURA";"53";"5310";"5310040";"3005";"0";"0";"10";"25";"14";"117";"3043"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310041] WAIGETE";"53";"5310";"5310041";"1884";"0";"1";"7";"42";"11";"46";"1920"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1390";"0";"0";"5";"189";"10";"19";"1424"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310050] KEWAPANTE";"53";"5310";"5310050";"77";"0";"0";"0";"1";"14";"5";"96"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"127";"0";"0";"0";"0";"6";"1";"134"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310052] KANGAE";"53";"5310";"5310052";"16";"0";"0";"0";"0";"0";"0";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310062] KOTING";"53";"5310";"5310062";"34";"0";"0";"0";"4";"12";"0";"49"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310063] NELLE";"53";"5310";"5310063";"2";"0";"0";"0";"0";"0";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310070] NITA";"53";"5310";"5310070";"685";"0";"0";"2";"14";"22";"9";"717"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310071] MAGEPANDA";"53";"5310";"5310071";"350";"0";"0";"4";"6";"4";"38";"365"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310080] ALOK";"53";"5310";"5310080";"28";"0";"0";"1";"0";"0";"3";"32"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310081] ALOK BARAT";"53";"5310";"5310081";"142";"0";"0";"0";"0";"0";"5";"147"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"32";"0";"0";"0";"0";"0";"1";"33"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310] SIKKA";"53";"5310";"5310999";"12304";"0";"1";"32";"573";"156";"584";"12633"
