"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp";"sum_luas_tanam";"mean_luas_tanam_per_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310010] PAGA";"53";"5310";"5310010";"122";"39.12";"3206.55"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310011] MEGO";"53";"5310";"5310011";"215";"64.66";"3007.44"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310012] TANA WAWO";"53";"5310";"5310012";"30";"5.97";"1990.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310020] LELA";"53";"5310";"5310020";"3";"0.24";"800.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310030] BOLA";"53";"5310";"5310030";"3";"0.34";"1133.33"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310031] DORENG";"53";"5310";"5310031";-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310032] MAPITARA";"53";"5310";"5310032";"1";"0.15";"1500.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310040] TALIBURA";"53";"5310";"5310040";"210";"65.40";"3114.28"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310041] WAIGETE";"53";"5310";"5310041";"77";"10.68";"1387.01"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310042] WAIBLAMA";"53";"5310";"5310042";"136";"55.37";"4071.32"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310050] KEWAPANTE";"53";"5310";"5310050";"1";"0.25";"2500.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310051] HEWOKLOANG";"53";"5310";"5310051";-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310052] KANGAE";"53";"5310";"5310052";"3";"2.05";"6833.33"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310061] PALUE";"53";"5310";"5310061";-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310062] KOTING";"53";"5310";"5310062";"8";"2.73";"3412.50"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310063] NELLE";"53";"5310";"5310063";"4";"0.65";"1625.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310070] NITA";"53";"5310";"5310070";"61";"18.87";"3093.44"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310071] MAGEPANDA";"53";"5310";"5310071";"46";"19.96";"4339.13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310080] ALOK";"53";"5310";"5310080";"14";"6.52";"4657.14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310081] ALOK BARAT";"53";"5310";"5310081";"9";"6.49";"7211.11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"22";"6.72";"3054.54"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1103";"[5310] SIKKA";"53";"5310";"5310999";"965";"306.17";"3172.74"
