"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310010] PAGA";"53";"5310";"5310010";"33660977";"5";"0";"7";"0";"284";"459"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310011] MEGO";"53";"5310";"5310011";"28854246";"5";"0";"333";"0";"6300";"6300"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310012] TANA WAWO";"53";"5310";"5310012";"24045095";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310020] LELA";"53";"5310";"5310020";"21640500";"13";"8";"10";"0";"185";"1673"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310030] BOLA";"53";"5310";"5310030";"19235932";"17";"26";"43";"3";"796";"3318"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310031] DORENG";"53";"5310";"5310031";"21640347";"6";"66";"13";"0";"341";"1060"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310032] MAPITARA";"53";"5310";"5310032";"9617906";"2";"2";"1";"0";"30";"100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310040] TALIBURA";"53";"5310";"5310040";"48091670";"152";"149";"909";"11";"11530.8";"39522"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310041] WAIGETE";"53";"5310";"5310041";"26450248";"165";"116";"454";"11";"12492";"64124"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310042] WAIBLAMA";"53";"5310";"5310042";"16831913";"15";"17";"29";"0";"481";"1765"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310050] KEWAPANTE";"53";"5310";"5310050";"21640959";"87";"16";"183";"9";"5693";"29741"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"16831801";"8";"9";"13";"1";"261";"935"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310052] KANGAE";"53";"5310";"5310052";"21640458";"61";"92";"121";"1";"8055.6";"44382"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310061] PALUE";"53";"5310";"5310061";"19235260";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310062] KOTING";"53";"5310";"5310062";"16830800";"52";"40";"84";"1";"1381";"6043"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310063] NELLE";"53";"5310";"5310063";"12021970";"41";"6";"83";"0";"3095";"15195"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310070] NITA";"53";"5310";"5310070";"36065760";"55";"39";"165";"2";"96346";"577869"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310071] MAGEPANDA";"53";"5310";"5310071";"19234980";"230";"49";"527";"10";"11068";"41353"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310080] ALOK";"53";"5310";"5310080";"16830555";"135";"14";"238";"1";"13213.2";"70529"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310081] ALOK BARAT";"53";"5310";"5310081";"9617438";"127";"27";"304";"17";"5953";"48733"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"26448943";"155";"22";"282";"0";"18977.4";"66280"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310] SIKKA";"53";"5310";"5310999";"466467758";"1331";"698";"3799";"67";"196483";"1019381"
