"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310010] PAGA";"53";"5310";"5310010";"96956783";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310011] MEGO";"53";"5310";"5310011";"83105658";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310012] TANA WAWO";"53";"5310";"5310012";"69254605";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310020] LELA";"53";"5310";"5310020";"62328761";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310030] BOLA";"53";"5310";"5310030";"55402348";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310031] DORENG";"53";"5310";"5310031";"62327565";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310032] MAPITARA";"53";"5310";"5310032";"27701114";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310040] TALIBURA";"53";"5310";"5310040";"138505330";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310041] WAIGETE";"53";"5310";"5310041";"76177761";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310042] WAIBLAMA";"53";"5310";"5310042";"48476694";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310050] KEWAPANTE";"53";"5310";"5310050";"62327106";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"48477029";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310052] KANGAE";"53";"5310";"5310052";"62328303";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310061] PALUE";"53";"5310";"5310061";"55402868";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310062] KOTING";"53";"5310";"5310062";"48477457";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310063] NELLE";"53";"5310";"5310063";"34626725";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310070] NITA";"53";"5310";"5310070";"103880025";"3";"0";"0";"3";"3";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310071] MAGEPANDA";"53";"5310";"5310071";"55402588";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310080] ALOK";"53";"5310";"5310080";"48477212";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310081] ALOK BARAT";"53";"5310";"5310081";"27701242";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"76176845";"4";"0";"0";"4";"4";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2161";"[5310] SIKKA";"53";"5310";"5310999";"1343514019";"16";"0";"0";"16";"16";"0";"16"
