tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_utp_panen_sendiri;n_utp_ijon;n_utp_tebas;n_utp_tdk_panen;n_utp_blm_panen
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310042] WAIBLAMA;53;5310;5310042;14;0;0;0;1
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310082] ALOK TIMUR;53;5310;5310082;5;0;0;1;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310] SIKKA;53;5310;5310999;40;0;0;1;2
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3116;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3117;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3118;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310010] PAGA;53;5310;5310010;14;0;0;0;2
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310011] MEGO;53;5310;5310011;218;0;0;2;70
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310012] TANA WAWO;53;5310;5310012;480;0;0;7;59
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310020] LELA;53;5310;5310020;5;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310030] BOLA;53;5310;5310030;125;0;0;7;20
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310031] DORENG;53;5310;5310031;86;0;0;1;13
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310032] MAPITARA;53;5310;5310032;23;0;0;0;2
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310040] TALIBURA;53;5310;5310040;75;0;0;1;10
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310041] WAIGETE;53;5310;5310041;51;0;0;0;9
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310042] WAIBLAMA;53;5310;5310042;4;0;0;0;5
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310050] KEWAPANTE;53;5310;5310050;2;0;0;0;4
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310051] HEWOKLOANG;53;5310;5310051;68;0;0;16;17
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310052] KANGAE;53;5310;5310052;43;0;0;2;2
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310061] PALUE;53;5310;5310061;14;0;0;0;21
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310062] KOTING;53;5310;5310062;3;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310063] NELLE;53;5310;5310063;2;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310070] NITA;53;5310;5310070;31;0;0;9;9
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310071] MAGEPANDA;53;5310;5310071;2;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310081] ALOK BARAT;53;5310;5310081;1;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310082] ALOK TIMUR;53;5310;5310082;26;0;0;0;4
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3119;[5310] SIKKA;53;5310;5310999;1273;0;0;45;247
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310010] PAGA;53;5310;5310010;2;0;0;0;1
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310011] MEGO;53;5310;5310011;3;0;0;0;2
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;1
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310020] LELA;53;5310;5310020;8;0;0;0;2
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310030] BOLA;53;5310;5310030;96;0;0;6;29
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310031] DORENG;53;5310;5310031;1;0;0;0;1
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310032] MAPITARA;53;5310;5310032;1;0;0;0;1
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310040] TALIBURA;53;5310;5310040;9;0;0;0;2
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310041] WAIGETE;53;5310;5310041;5;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310050] KEWAPANTE;53;5310;5310050;1;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310051] HEWOKLOANG;53;5310;5310051;3;0;0;0;3
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310052] KANGAE;53;5310;5310052;3;0;0;0;1
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310062] KOTING;53;5310;5310062;20;0;0;2;4
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310070] NITA;53;5310;5310070;129;0;0;1;16
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310071] MAGEPANDA;53;5310;5310071;1;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310082] ALOK TIMUR;53;5310;5310082;2;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3120;[5310] SIKKA;53;5310;5310999;284;0;0;9;63
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310011] MEGO;53;5310;5310011;2;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310030] BOLA;53;5310;5310030;81;0;0;2;6
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310031] DORENG;53;5310;5310031;7;3;0;3;3
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310032] MAPITARA;53;5310;5310032;1;0;0;0;3
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310040] TALIBURA;53;5310;5310040;30;0;0;0;3
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310041] WAIGETE;53;5310;5310041;346;9;32;3;4
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;1
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310050] KEWAPANTE;53;5310;5310050;47;0;0;4;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310051] HEWOKLOANG;53;5310;5310051;39;0;0;3;4
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310052] KANGAE;53;5310;5310052;191;0;1;7;3
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310062] KOTING;53;5310;5310062;1;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310063] NELLE;53;5310;5310063;143;1;1;1;4
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310080] ALOK;53;5310;5310080;29;1;2;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310081] ALOK BARAT;53;5310;5310081;3;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310082] ALOK TIMUR;53;5310;5310082;229;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3121;[5310] SIKKA;53;5310;5310999;1149;14;36;23;31
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310010] PAGA;53;5310;5310010;12;0;0;1;28
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310011] MEGO;53;5310;5310011;161;0;0;0;128
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310012] TANA WAWO;53;5310;5310012;22;0;0;1;57
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310020] LELA;53;5310;5310020;65;0;0;0;7
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310030] BOLA;53;5310;5310030;518;2;0;16;153
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310031] DORENG;53;5310;5310031;261;4;0;9;133
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310032] MAPITARA;53;5310;5310032;143;0;0;1;97
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310040] TALIBURA;53;5310;5310040;13;0;0;0;23
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310041] WAIGETE;53;5310;5310041;55;0;0;1;54
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310042] WAIBLAMA;53;5310;5310042;8;0;0;0;4
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310050] KEWAPANTE;53;5310;5310050;10;0;0;10;19
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310051] HEWOKLOANG;53;5310;5310051;152;0;0;17;43
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310052] KANGAE;53;5310;5310052;153;0;0;4;22
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310061] PALUE;53;5310;5310061;2;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310062] KOTING;53;5310;5310062;23;0;0;8;30
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310063] NELLE;53;5310;5310063;1;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310070] NITA;53;5310;5310070;165;0;0;8;118
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310071] MAGEPANDA;53;5310;5310071;2;0;0;0;0
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310080] ALOK;53;5310;5310080;0;0;0;0;1
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310081] ALOK BARAT;53;5310;5310081;1;0;0;0;3
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310082] ALOK TIMUR;53;5310;5310082;14;0;0;0;14
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3123;[5310] SIKKA;53;5310;5310999;1781;6;0;76;934
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3124;[5310010] PAGA;53;5310;5310010;3;0;0;0;7
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3124;[5310011] MEGO;53;5310;5310011;4;0;0;0;34
BAB_5_tabel_5_49_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3124;[5310012] TANA WAWO;53;5310;5310012;5;0;0;1;128
