"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2165";"[5310030] BOLA";"53";"5310";"5310030";"5";"1";"18986454";"0";"17";"0";"56";"157"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2165";"[5310031] DORENG";"53";"5310";"5310031";"5";"1";"6328146";"0";"50";"0";"100";"800"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2165";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"12656255";"20";"28";"25";"266";"495"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2165";"[5310041] WAIGETE";"53";"5310";"5310041";"5";"1";"6328112";"22";"37";"10";"50";"400"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2165";"[5310050] KEWAPANTE";"53";"5310";"5310050";"5";"1";"12656421";"0";"19";"0";"164";"400"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2165";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"25312800";"25";"59";"0";"136";"610"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2165";"[5310052] KANGAE";"53";"5310";"5310052";"5";"1";"6328191";"0";"10";"0";"100";"200"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2165";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"18984150";"3";"4";"0";"62";"110"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2165";"[5310071] MAGEPANDA";"53";"5310";"5310071";"5";"1";"6328039";"0";"1";"0";"15";"100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2165";"[5310081] ALOK BARAT";"53";"5310";"5310081";"5";"1";"6328023";"0";"1";"0";"4";"100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2165";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"120236591";"70";"226";"35";"953";"3372"
