"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310011] MEGO";"53";"5310";"5310011";"7";"1";"5081485";"0";"45";"0";"287";"3000"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310012] TANA WAWO";"53";"5310";"5310012";"7";"1";"5081803";"0";"20";"0";"266";"400"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310020] LELA";"53";"5310";"5310020";"7";"1";"5081795";"0";"3";"0";"5";"75"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310030] BOLA";"53";"5310";"5310030";"7";"1";"5081785";"7";"25";"0";"66";"60"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310031] DORENG";"53";"5310";"5310031";"7";"1";"15245332";"2";"90";"0";"1365";"7730"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310040] TALIBURA";"53";"5310";"5310040";"7";"1";"10163517";"1";"124";"0";"3232";"23290"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310041] WAIGETE";"53";"5310";"5310041";"7";"1";"15247713";"0";"80";"0";"408";"2310"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310050] KEWAPANTE";"53";"5310";"5310050";"7";"1";"15245510";"15";"122";"0";"1608";"12910"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"7";"1";"20329491";"14";"39";"0";"1416";"2435"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310052] KANGAE";"53";"5310";"5310052";"7";"1";"10163644";"4";"15";"0";"338";"910"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310062] KOTING";"53";"5310";"5310062";"7";"1";"5081807";"0";"4";"0";"45";"210"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310070] NITA";"53";"5310";"5310070";"7";"1";"40653456";"16";"110";"0";"17528";"35069"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310071] MAGEPANDA";"53";"5310";"5310071";"7";"1";"10165668";"35";"45";"0";"654";"1430"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310080] ALOK";"53";"5310";"5310080";"7";"1";"5081663";"0";"12";"0";"655";"4990"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"7";"1";"15244941";"20";"27";"0";"4098";"72735"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310] SIKKA";"53";"5310";"5310999";"7";"1";"182949610";"114";"761";"0";"31971";"167554"
