"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_seluruhnya_dijual";"n_utp_sebagian_besar_dijual";"n_utp_sebagian_besar_dikonsumsi_sendiri";"n_utp_seluruhnya_dikonsumsi_sendiri";"n_utp_belum_dijual"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310010] PAGA";"53";"5310";"5310010";"5";"8";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310011] MEGO";"53";"5310";"5310011";"44";"17";"3";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"87";"2";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310020] LELA";"53";"5310";"5310020";"6";"5";"4";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310030] BOLA";"53";"5310";"5310030";"10";"1";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310031] DORENG";"53";"5310";"5310031";"2";"9";"2";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310032] MAPITARA";"53";"5310";"5310032";"2";"1";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310040] TALIBURA";"53";"5310";"5310040";"0";"3";"3";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310041] WAIGETE";"53";"5310";"5310041";"3";"5";"2";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1";"2";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310050] KEWAPANTE";"53";"5310";"5310050";"9";"7";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"0";"4";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310052] KANGAE";"53";"5310";"5310052";"3";"1";"1";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310062] KOTING";"53";"5310";"5310062";"4";"4";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310063] NELLE";"53";"5310";"5310063";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310070] NITA";"53";"5310";"5310070";"5";"94";"4";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310071] MAGEPANDA";"53";"5310";"5310071";"6";"12";"1";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310080] ALOK";"53";"5310";"5310080";"0";"5";"2";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310081] ALOK BARAT";"53";"5310";"5310081";"1";"2";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"1";"3";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310] SIKKA";"53";"5310";"5310999";"102";"270";"24";"0";"3"
