tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;persentase_utp_seluruhnya_dijual;persentase_utp_sebagian_besar_dijual;persentase_utp_sebagian_besar_dikonsumsi;persentase_utp_belum_dijual
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310050] KEWAPANTE;53;5310;5310050;98.59;0.00;0.00;1.41
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310051] HEWOKLOANG;53;5310;5310051;99.21;0.66;0.00;0.13
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310052] KANGAE;53;5310;5310052;99.63;0.37;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310061] PALUE;53;5310;5310061;99.32;0.34;0.00;0.34
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310062] KOTING;53;5310;5310062;99.31;0.69;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310063] NELLE;53;5310;5310063;54.87;44.25;0.88;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310070] NITA;53;5310;5310070;98.58;1.28;0.00;0.14
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310071] MAGEPANDA;53;5310;5310071;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310080] ALOK;53;5310;5310080;97.37;2.63;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310081] ALOK BARAT;53;5310;5310081;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310082] ALOK TIMUR;53;5310;5310082;97.01;0.00;1.49;1.49
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310] SIKKA;53;5310;5310999;98.75;0.82;0.13;0.30
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310010] PAGA;53;5310;5310010;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310011] MEGO;53;5310;5310011;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310020] LELA;53;5310;5310020;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310030] BOLA;53;5310;5310030;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310031] DORENG;53;5310;5310031;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310032] MAPITARA;53;5310;5310032;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310040] TALIBURA;53;5310;5310040;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310041] WAIGETE;53;5310;5310041;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310050] KEWAPANTE;53;5310;5310050;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310052] KANGAE;53;5310;5310052;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310061] PALUE;53;5310;5310061;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310062] KOTING;53;5310;5310062;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310063] NELLE;53;5310;5310063;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310070] NITA;53;5310;5310070;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310080] ALOK;53;5310;5310080;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310] SIKKA;53;5310;5310999;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310010] PAGA;53;5310;5310010;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310011] MEGO;53;5310;5310011;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310020] LELA;53;5310;5310020;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310030] BOLA;53;5310;5310030;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310031] DORENG;53;5310;5310031;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310032] MAPITARA;53;5310;5310032;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310040] TALIBURA;53;5310;5310040;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310041] WAIGETE;53;5310;5310041;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310050] KEWAPANTE;53;5310;5310050;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310052] KANGAE;53;5310;5310052;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310061] PALUE;53;5310;5310061;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310062] KOTING;53;5310;5310062;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310063] NELLE;53;5310;5310063;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310070] NITA;53;5310;5310070;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310080] ALOK;53;5310;5310080;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310] SIKKA;53;5310;5310999;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310010] PAGA;53;5310;5310010;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310011] MEGO;53;5310;5310011;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310012] TANA WAWO;53;5310;5310012;50.00;50.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310020] LELA;53;5310;5310020;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310030] BOLA;53;5310;5310030;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310031] DORENG;53;5310;5310031;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310032] MAPITARA;53;5310;5310032;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310040] TALIBURA;53;5310;5310040;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310041] WAIGETE;53;5310;5310041;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310042] WAIBLAMA;53;5310;5310042;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310050] KEWAPANTE;53;5310;5310050;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310051] HEWOKLOANG;53;5310;5310051;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310052] KANGAE;53;5310;5310052;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310061] PALUE;53;5310;5310061;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310062] KOTING;53;5310;5310062;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310063] NELLE;53;5310;5310063;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310070] NITA;53;5310;5310070;50.00;50.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310080] ALOK;53;5310;5310080;0.00;100.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310] SIKKA;53;5310;5310999;66.67;33.33;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310010] PAGA;53;5310;5310010;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310011] MEGO;53;5310;5310011;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310020] LELA;53;5310;5310020;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310030] BOLA;53;5310;5310030;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310031] DORENG;53;5310;5310031;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310032] MAPITARA;53;5310;5310032;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310040] TALIBURA;53;5310;5310040;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310041] WAIGETE;53;5310;5310041;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310050] KEWAPANTE;53;5310;5310050;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310052] KANGAE;53;5310;5310052;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310061] PALUE;53;5310;5310061;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310062] KOTING;53;5310;5310062;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310063] NELLE;53;5310;5310063;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310070] NITA;53;5310;5310070;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310080] ALOK;53;5310;5310080;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310] SIKKA;53;5310;5310999;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310010] PAGA;53;5310;5310010;63.73;34.15;1.70;0.42
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310011] MEGO;53;5310;5310011;46.07;50.71;3.04;0.18
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310012] TANA WAWO;53;5310;5310012;14.29;71.43;0.00;14.29
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310020] LELA;53;5310;5310020;56.60;42.05;0.51;0.83
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310030] BOLA;53;5310;5310030;84.53;14.54;0.70;0.23
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310031] DORENG;53;5310;5310031;51.02;47.20;1.45;0.33
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310032] MAPITARA;53;5310;5310032;20.96;77.90;0.85;0.28
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310040] TALIBURA;53;5310;5310040;29.57;57.96;11.94;0.53
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310041] WAIGETE;53;5310;5310041;41.12;56.48;2.06;0.34
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310042] WAIBLAMA;53;5310;5310042;48.23;49.20;2.41;0.16
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310050] KEWAPANTE;53;5310;5310050;35.10;61.22;3.54;0.14
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310051] HEWOKLOANG;53;5310;5310051;32.44;65.41;1.61;0.54
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310052] KANGAE;53;5310;5310052;23.97;69.44;6.05;0.54
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310061] PALUE;53;5310;5310061;77.07;22.70;0.23;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310062] KOTING;53;5310;5310062;34.63;64.88;0.29;0.19
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310063] NELLE;53;5310;5310063;8.01;89.90;1.92;0.17
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310070] NITA;53;5310;5310070;39.07;59.70;1.10;0.14
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310071] MAGEPANDA;53;5310;5310071;31.55;58.04;10.41;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310080] ALOK;53;5310;5310080;21.25;65.63;13.13;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310081] ALOK BARAT;53;5310;5310081;64.71;22.06;11.76;1.47
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310082] ALOK TIMUR;53;5310;5310082;42.96;42.22;14.81;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310] SIKKA;53;5310;5310999;45.04;51.62;3.00;0.34
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310010] PAGA;53;5310;5310010;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310011] MEGO;53;5310;5310011;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310020] LELA;53;5310;5310020;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310030] BOLA;53;5310;5310030;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310031] DORENG;53;5310;5310031;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310032] MAPITARA;53;5310;5310032;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310040] TALIBURA;53;5310;5310040;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310041] WAIGETE;53;5310;5310041;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310050] KEWAPANTE;53;5310;5310050;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310052] KANGAE;53;5310;5310052;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310061] PALUE;53;5310;5310061;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310062] KOTING;53;5310;5310062;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310063] NELLE;53;5310;5310063;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310070] NITA;53;5310;5310070;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310080] ALOK;53;5310;5310080;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310] SIKKA;53;5310;5310999;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310010] PAGA;53;5310;5310010;99.53;0.24;0.00;0.24
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310011] MEGO;53;5310;5310011;99.31;0.19;0.25;0.25
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310012] TANA WAWO;53;5310;5310012;99.34;0.29;0.07;0.29
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310020] LELA;53;5310;5310020;93.10;5.52;0.00;1.38
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310030] BOLA;53;5310;5310030;98.12;1.63;0.13;0.13
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310031] DORENG;53;5310;5310031;97.86;1.07;0.21;0.86
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310032] MAPITARA;53;5310;5310032;99.47;0.18;0.00;0.35
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310040] TALIBURA;53;5310;5310040;97.26;1.79;0.66;0.28
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310041] WAIGETE;53;5310;5310041;93.66;6.05;0.10;0.20
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310042] WAIBLAMA;53;5310;5310042;99.23;0.22;0.44;0.11
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310050] KEWAPANTE;53;5310;5310050;96.64;3.36;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310051] HEWOKLOANG;53;5310;5310051;92.68;6.93;0.00;0.39
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310052] KANGAE;53;5310;5310052;98.22;1.33;0.00;0.44
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310061] PALUE;53;5310;5310061;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310062] KOTING;53;5310;5310062;97.62;2.38;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310063] NELLE;53;5310;5310063;64.71;35.29;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310070] NITA;53;5310;5310070;95.02;4.70;0.00;0.28
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310071] MAGEPANDA;53;5310;5310071;78.51;20.66;0.00;0.83
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310080] ALOK;53;5310;5310080;69.23;30.77;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310081] ALOK BARAT;53;5310;5310081;83.05;16.95;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310082] ALOK TIMUR;53;5310;5310082;92.50;5.00;2.50;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310] SIKKA;53;5310;5310999;97.08;2.44;0.16;0.31
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310010] PAGA;53;5310;5310010;-;-;-;-
