"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310010] PAGA";"53";"5310";"5310010";"140499695";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310011] MEGO";"53";"5310";"5310011";"120428154";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310012] TANA WAWO";"53";"5310";"5310012";"100356685";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310020] LELA";"53";"5310";"5310020";"90320931";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310030] BOLA";"53";"5310";"5310030";"80286037";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310031] DORENG";"53";"5310";"5310031";"90321849";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310032] MAPITARA";"53";"5310";"5310032";"40143018";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310040] TALIBURA";"53";"5310";"5310040";"200714850";"2";"2";"17";"0";"16320";"61200"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310041] WAIGETE";"53";"5310";"5310041";"110392997";"4";"2";"4";"0";"39";"295"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310042] WAIBLAMA";"53";"5310";"5310042";"70250026";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310050] KEWAPANTE";"53";"5310";"5310050";"90320557";"1";"0";"2";"0";"1";"20"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"70249081";"3";"0";"9";"0";"71";"230"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310052] KANGAE";"53";"5310";"5310052";"90320175";"1";"0";"1";"0";"5";"50"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310061] PALUE";"53";"5310";"5310061";"80284532";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310062] KOTING";"53";"5310";"5310062";"70248913";"1";"6";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310063] NELLE";"53";"5310";"5310063";"50177765";"2";"3";"4";"0";"11";"45"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310070] NITA";"53";"5310";"5310070";"150533145";"1";"0";"2";"0";"3.25";"65"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310071] MAGEPANDA";"53";"5310";"5310071";"80285085";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310080] ALOK";"53";"5310";"5310080";"70249501";"1";"0";"26";"0";"572";"17160"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310081] ALOK BARAT";"53";"5310";"5310081";"40142550";"3";"0";"9";"3";"155";"110"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"110391930";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310] SIKKA";"53";"5310";"5310999";"1946917476";"19";"13";"74";"3";"17177.25";"79175"
