"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310010] PAGA";"53";"5310";"5310010";"133019943";"1";"16";"4";"0";"20";"500"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310011] MEGO";"53";"5310";"5310011";"114016938";"4";"25";"16";"0";"120";"3300"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310012] TANA WAWO";"53";"5310";"5310012";"95014719";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310020] LELA";"53";"5310";"5310020";"85513590";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310030] BOLA";"53";"5310";"5310030";"76012012";"13";"35";"31";"0";"370";"2330"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310031] DORENG";"53";"5310";"5310031";"85513437";"5";"15";"10";"1";"68";"1980"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310032] MAPITARA";"53";"5310";"5310032";"38005946";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310040] TALIBURA";"53";"5310";"5310040";"190029490";"14";"59";"81";"0";"723";"4881"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310041] WAIGETE";"53";"5310";"5310041";"104515223";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310042] WAIBLAMA";"53";"5310";"5310042";"66509324";"1";"10";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310050] KEWAPANTE";"53";"5310";"5310050";"85511916";"1";"4";"1";"0";"10";"330"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"66509212";"13";"10";"22";"1";"198";"1725"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310052] KANGAE";"53";"5310";"5310052";"85511772";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310061] PALUE";"53";"5310";"5310061";"76010396";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310062] KOTING";"53";"5310";"5310062";"66509044";"5";"2";"14";"0";"70";"1125"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310063] NELLE";"53";"5310";"5310063";"47506430";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310070] NITA";"53";"5310";"5310070";"142520910";"59";"119";"212";"0";"3020";"66349"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310071] MAGEPANDA";"53";"5310";"5310071";"76011060";"2";"2";"2";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310080] ALOK";"53";"5310";"5310080";"66509625";"1";"10";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310081] ALOK BARAT";"53";"5310";"5310081";"38005478";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"104514982";"2";"1";"2";"0";"3";"90"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310] SIKKA";"53";"5310";"5310999";"1843271447";"121";"308";"395";"2";"4602";"82610"
