"id_prov";"id_kab";"id_kec";"prov";"kab";"kec";"sum_jumlah_tanaman_buah_alpukat";"sum_jumlah_tanaman_buah_anggur";"sum_jumlah_tanaman_buah_apel";"sum_jumlah_tanaman_buah_belimbing_dewa";"sum_jumlah_tanaman_buah_belimbing_demak_kunir";"sum_jumlah_tanaman_buah_belimbing_karang_sari";"sum_jumlah_tanaman_buah_belimbing_lainnya";"sum_jumlah_tanaman_buah_naga";"sum_jumlah_tanaman_buah_srikaya";"sum_jumlah_tanaman_buah_cempedak";"sum_jumlah_tanaman_buah_duku";"sum_jumlah_tanaman_buah_durian_monthong";"sum_jumlah_tanaman_buah_durian_lai";"sum_jumlah_tanaman_buah_durian_lainnya";"sum_jumlah_tanaman_buah_duwet";"sum_jumlah_tanaman_buah_jambu_air";"sum_jumlah_tanaman_buah_jambu_air_citra";"sum_jumlah_tanaman_buah_jambu_air_dalhari";"sum_jumlah_tanaman_buah_jambu_air_camplong";"sum_jumlah_tanaman_buah_jambu_biji";"sum_jumlah_tanaman_buah_jambu_biji_putih";"sum_jumlah_tanaman_buah_jambu_biji_merah";"sum_jumlah_tanaman_buah_jambu_bol";"sum_jumlah_tanaman_buah_jeruk_siam";"sum_jumlah_tanaman_buah_jeruk_keprok";"sum_jumlah_tanaman_buah_jeruk_besar";"sum_jumlah_tanaman_buah_jeruk_manis";"sum_jumlah_tanaman_buah_jeruk_lainnya";"sum_jumlah_tanaman_buah_kedondong";"sum_jumlah_tanaman_buah_kesemek";"sum_jumlah_tanaman_buah_langsat";"sum_jumlah_tanaman_buah_lengkeng";"sum_jumlah_tanaman_buah_mangga_arumanis";"sum_jumlah_tanaman_buah_mangga_cengkir";"sum_jumlah_tanaman_buah_mangga_gedong_gincu";"sum_jumlah_tanaman_buah_mangga_gedong";"sum_jumlah_tanaman_buah_mangga_kweni";"sum_jumlah_tanaman_buah_mangga_manalagi";"sum_jumlah_tanaman_buah_mangga_lainnya";"sum_jumlah_tanaman_buah_manggis";"sum_jumlah_tanaman_buah_markisa_konyal";"sum_jumlah_tanaman_buah_markisa_siuh";"sum_jumlah_tanaman_buah_markisa_lainnya";"sum_jumlah_tanaman_buah_matoa_buah";"sum_jumlah_tanaman_buah_nangka";"sum_jumlah_tanaman_buah_nenas_queen";"sum_jumlah_tanaman_buah_nenas_smooth_cayenne";"sum_jumlah_tanaman_buah_nenas_lainnya";"sum_jumlah_tanaman_buah_pepaya_besar_dampit";"sum_jumlah_tanaman_buah_pepaya_sedang_calina";"sum_jumlah_tanaman_buah_pepaya_kecil_hawaii";"sum_jumlah_tanaman_buah_pepaya_lainnya";"sum_jumlah_tanaman_buah_pisang_mas_lampung";"sum_jumlah_tanaman_buah_pisang_ambon";"sum_jumlah_tanaman_buah_pisang_kepok";"sum_jumlah_tanaman_buah_pisang_raja";"sum_jumlah_tanaman_buah_pisang_lainnya";"sum_jumlah_tanaman_buah_rambutan_binjai";"sum_jumlah_tanaman_buah_rambutan_rapiah";"sum_jumlah_tanaman_buah_rambutan_lainnya";"sum_jumlah_tanaman_buah_salak_pondoh";"sum_jumlah_tanaman_buah_salak_gula_pasir";"sum_jumlah_tanaman_buah_salak_lainnya";"sum_jumlah_tanaman_buah_sawo";"sum_jumlah_tanaman_buah_sirsak";"sum_jumlah_tanaman_buah_sukun";"sum_jumlah_tanaman_buah_terong_brastagi";"sum_jumlah_tanaman_buah_buahan_lainnya";"sum_jumlah_tanaman_buah_belimbing_gabung";"sum_jumlah_tanaman_buah_durian_gabung";"sum_jumlah_tanaman_buah_jambu_air_gabung";"sum_jumlah_tanaman_buah_jambu_biji_gabung";"sum_jumlah_tanaman_buah_jeruk_gabung";"sum_jumlah_tanaman_buah_mangga_gabung";"sum_jumlah_tanaman_buah_markisa_gabung";"sum_jumlah_tanaman_buah_nenas_gabung";"sum_jumlah_tanaman_buah_pepaya_gabung";"sum_jumlah_tanaman_buah_pisang_gabung";"sum_jumlah_tanaman_buah_rambutan_gabung";"sum_jumlah_tanaman_buah_salak_gabung";"sum_jumlah_tanaman_sayuran_blimbing_wuluh";"sum_jumlah_tanaman_sayuran_jengkol";"sum_jumlah_tanaman_sayuran_kluwih";"sum_jumlah_tanaman_sayuran_melinjo";"sum_jumlah_tanaman_sayuran_petai";"sum_jumlah_tanaman_sayuran_lainnya";"sum_jumlah_tanaman_obat_daun_ungu";"sum_jumlah_tanaman_obat_dlingo";"sum_jumlah_tanaman_obat_jati_belanda";"sum_jumlah_tanaman_obat_jojoba";"sum_jumlah_tanaman_obat_kapulaga";"sum_jumlah_tanaman_obat_lavander";"sum_jumlah_tanaman_obat_mahkota_dewa";"sum_jumlah_tanaman_obat_mengkudu";"sum_jumlah_tanaman_obat_paliasa";"sum_jumlah_tanaman_obat_salam";"sum_jumlah_tanaman_obat_sereh";"sum_jumlah_tanaman_obat_sembung";"sum_jumlah_tanaman_obat_sirih";"sum_jumlah_tanaman_obat_tribulus";"sum_jumlah_tanaman_obat_zodiak";"sum_jumlah_tanaman_obat_cincau";"sum_jumlah_tanaman_obat_buah_merah";"sum_jumlah_tanaman_obat_jeruk_nipis";"sum_jumlah_tanaman_obat_lainnya";"sum_jumlah_tanaman_hias_anthurium_bunga";"sum_jumlah_tanaman_hias_anthurium_daun";"sum_jumlah_tanaman_hias_bambu_hias";"sum_jumlah_tanaman_hias_bougenvillea_spp";"sum_jumlah_tanaman_hias_caladium";"sum_jumlah_tanaman_hias_dieffenbachia";"sum_jumlah_tanaman_hias_euphorbia";"sum_jumlah_tanaman_hias_kaktus";"sum_jumlah_tanaman_hias_phylodendron";"sum_jumlah_tanaman_hias_ponix";"sum_jumlah_tanaman_hias_polyscias";"sum_jumlah_tanaman_hias_soka_ixora";"sum_jumlah_tanaman_hias_tabulampot";"sum_jumlah_tanaman_hias_lainnya"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310050] KEWAPANTE";"53";"5310";"5310050";"212";"0";"0";"0";"0";"0";"0";"135";"5";"0";"0";"1";"0";"0";"0";"7";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"183";"0";"1";"5";"1";"1";"129";"0";"0";"0";"0";"0";"313";"347";"0";"328";"201";"231";"0";"47";"68";"130";"7666";"11";"2224";"0";"0";"1";"32";"0";"0";"1";"19";"16";"0";"0";"0";"1";"7";"2";"0";"320";"0";"675";"479";"10099";"1";"32";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"105";"0";"5";"0";"0";"0";"0";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1776";"0";"0";"1";"9";"0";"0";"24";"10";"4";"0";"0";"65";"153";"39";"9";"0";"0";"0";"9";"0";"0";"0";"24";"4";"0";"4";"4";"0";"0";"0";"3";"13";"0";"32";"0";"0";"0";"29";"0";"0";"0";"0";"0";"475";"270";"88";"2384";"10";"194";"10";"19";"83";"39";"5721";"16";"1101";"6";"1";"15";"0";"22";"410";"5";"59";"3";"0";"0";"10";"218";"9";"9";"36";"74";"0";"2742";"233";"6960";"22";"432";"0";"0";"0";"0";"60";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"144";"0";"0";"0";"0";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310052] KANGAE";"53";"5310";"5310052";"394";"0";"0";"1";"0";"0";"0";"25";"333";"2";"0";"4";"0";"0";"0";"10";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"121";"3";"0";"0";"0";"3";"63";"0";"0";"0";"0";"0";"496";"42";"0";"99";"147";"216";"41";"33";"33";"15";"9580";"20";"973";"0";"0";"0";"67";"0";"0";"2";"10";"1";"0";"0";"1";"4";"10";"1";"1";"190";"0";"141";"437";"10621";"0";"67";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"0";"0";"0";"0";"2";"0";"10";"10";"0";"15";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310062] KOTING";"53";"5310";"5310062";"1958";"0";"0";"0";"0";"0";"0";"9";"0";"4";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"3";"0";"0";"0";"0";"84";"0";"0";"0";"0";"0";"71";"0";"0";"0";"0";"0";"6";"0";"10";"378";"27";"14";"5";"32";"9";"4";"5272";"0";"148";"0";"0";"14";"0";"0";"286";"0";"0";"0";"0";"0";"0";"0";"3";"0";"5";"155";"0";"388";"78";"5433";"14";"286";"1";"0";"0";"0";"13";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"9";"0";"0";"0";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310063] NELLE";"53";"5310";"5310063";"82";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"83";"0";"0";"5";"0";"0";"70";"0";"0";"0";"0";"0";"3";"0";"0";"74";"44";"50";"0";"0";"5";"0";"4251";"0";"155";"0";"0";"0";"0";"0";"0";"2";"0";"3";"0";"0";"0";"1";"1";"4";"0";"158";"0";"74";"94";"4411";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310070] NITA";"53";"5310";"5310070";"1627";"0";"0";"2";"0";"0";"0";"52";"371";"11";"0";"20";"0";"34";"205";"9";"0";"0";"0";"2";"0";"0";"0";"0";"0";"2";"111";"20";"0";"0";"0";"0";"165";"0";"0";"7";"0";"1";"38";"0";"0";"0";"0";"0";"37";"212";"25";"1270";"35";"134";"0";"43";"118";"110";"24738";"61";"878";"0";"80";"132";"33";"112";"314";"0";"4";"0";"0";"0";"2";"54";"9";"2";"133";"211";"0";"1507";"212";"25905";"212";"459";"0";"0";"0";"0";"18";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1525";"0";"162";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310071] MAGEPANDA";"53";"5310";"5310071";"7";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"1";"0";"0";"2";"527";"2";"3";"0";"0";"24";"77";"0";"0";"0";"0";"0";"7";"0";"0";"0";"1";"82";"10";"15";"25";"45";"2339";"12";"41";"0";"2";"0";"0";"0";"0";"1";"1";"2";"0";"2";"0";"0";"5";"0";"3";"633";"0";"0";"108";"2462";"2";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310080] ALOK";"53";"5310";"5310080";"33";"25";"0";"1";"0";"0";"0";"13";"4";"0";"0";"0";"0";"0";"70";"11";"0";"0";"0";"0";"14";"12";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"238";"8";"4";"2";"5";"24";"240";"0";"0";"0";"0";"0";"6";"0";"0";"50";"81";"75";"0";"4";"22";"12";"2023";"11";"177";"0";"0";"0";"0";"0";"0";"2";"0";"15";"0";"0";"1";"0";"11";"26";"1";"521";"0";"50";"160";"2245";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"2";"0";"7";"0";"0";"0";"0";"0";"0";"0";"4";"0";"75"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310081] ALOK BARAT";"53";"5310";"5310081";"23";"0";"0";"0";"0";"0";"13";"0";"0";"1";"0";"0";"0";"10";"0";"4";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"304";"0";"10";"2";"0";"3";"34";"0";"0";"0";"0";"0";"1";"0";"0";"0";"7";"45";"61";"15";"6";"0";"584";"1";"148";"0";"0";"0";"0";"0";"4";"1";"1";"0";"0";"0";"13";"10";"4";"9";"1";"353";"0";"0";"128";"739";"0";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"253";"6";"0";"0";"0";"0";"0";"36";"45";"2";"0";"10";"0";"0";"30";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"7";"2";"0";"28";"12";"0";"0";"0";"0";"0";"66";"206";"0";"0";"276";"120";"1";"24";"15";"27";"2429";"139";"62";"2";"0";"0";"21";"0";"0";"2";"0";"3";"0";"0";"0";"10";"4";"0";"0";"331";"0";"206";"421";"2672";"2";"21";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"25";"0";"0";"0";"0";"0";"0";"97";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310] SIKKA";"53";"5310";"5310999";"11576";"51";"0";"5";"9";"0";"611";"528";"1318";"35";"0";"124";"110";"890";"566";"101";"0";"0";"0";"30";"32";"12";"0";"96";"4";"2";"123";"33";"5";"0";"0";"17";"3799";"15";"81";"90";"6";"148";"1309";"0";"0";"0";"0";"0";"1957";"11664";"158";"18057";"1119";"1922";"348";"565";"855";"899";"155063";"498";"11327";"21";"107";"267";"296";"144";"4931";"30";"226";"59";"0";"7";"625";"1124";"101";"74";"258";"5448";"0";"29879";"3954";"168642";"395";"5371";"4";"0";"0";"0";"1133";"70";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2005";"0";"899";"0";"0";"0";"0";"107";"20";"107";"12";"507";"49";"51";"0";"0";"0";"10";"0";"0";"4";"0";"95"
