"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_dipanen_sendiri";"n_rtup_diijonkan";"n_rtup_ditebaskan";"n_rtup_belum_panen_habis";"n_rtup_puso";"n_rtup_tidak_panen";"n_rtup_belum_panen";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310010] PAGA";"53";"5310";"5310010";"3";"0";"0";"1";"0";"0";"22";"26"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310011] MEGO";"53";"5310";"5310011";"0";"0";"0";"1";"0";"0";"43";"44"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310012] TANA WAWO";"53";"5310";"5310012";"14";"0";"0";"3";"0";"0";"48";"64"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310020] LELA";"53";"5310";"5310020";"2";"0";"0";"2";"0";"0";"8";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310030] BOLA";"53";"5310";"5310030";"47";"0";"0";"13";"0";"0";"19";"73"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310031] DORENG";"53";"5310";"5310031";"5";"0";"0";"2";"0";"1";"13";"18"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310032] MAPITARA";"53";"5310";"5310032";"1";"0";"0";"0";"0";"0";"1";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310040] TALIBURA";"53";"5310";"5310040";"160";"0";"0";"151";"0";"0";"5";"288"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310041] WAIGETE";"53";"5310";"5310041";"8";"0";"0";"5";"0";"0";"7";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310042] WAIBLAMA";"53";"5310";"5310042";"18";"0";"0";"1";"0";"0";"0";"19"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310050] KEWAPANTE";"53";"5310";"5310050";"9";"0";"0";"2";"0";"0";"8";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"6";"0";"0";"4";"0";"0";"4";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310052] KANGAE";"53";"5310";"5310052";"10";"0";"0";"0";"0";"0";"6";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"1";"0";"0";"16";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310062] KOTING";"53";"5310";"5310062";"0";"0";"0";"0";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310063] NELLE";"53";"5310";"5310063";"2";"0";"0";"0";"0";"0";"1";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310070] NITA";"53";"5310";"5310070";"54";"0";"0";"58";"0";"0";"67";"127"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310071] MAGEPANDA";"53";"5310";"5310071";"2";"0";"0";"2";"0";"0";"1";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310080] ALOK";"53";"5310";"5310080";"1";"0";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310081] ALOK BARAT";"53";"5310";"5310081";"1";"0";"0";"0";"0";"0";"2";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"0";"0";"0";"0";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310] SIKKA";"53";"5310";"5310999";"343";"0";"0";"246";"0";"1";"276";"761"
