"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_penyebab_kekeringan";"n_utp_penyebab_hama";"n_utp_penyebab_penyakit";"n_utp_penyebab_banjir";"n_utp_penyebab_panen_sebagian";"n_utp_penyebab_dirusak_oleh_hewan";"n_utp_penyebab_pencurian";"n_utp_penyebab_lainnya"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310010] PAGA";"53";"5310";"5310010";"8";"9";"0";"0";"55";"1";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310011] MEGO";"53";"5310";"5310011";"36";"4";"1";"0";"11";"38";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"1";"0";"0";"2";"1";"2";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310020] LELA";"53";"5310";"5310020";"9";"6";"1";"0";"140";"19";"8";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310030] BOLA";"53";"5310";"5310030";"4";"10";"1";"0";"228";"5";"3";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310031] DORENG";"53";"5310";"5310031";"2";"1";"0";"1";"54";"1";"3";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"0";"1";"0";"11";"18";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310040] TALIBURA";"53";"5310";"5310040";"8";"25";"8";"1";"369";"51";"23";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310041] WAIGETE";"53";"5310";"5310041";"32";"18";"1";"0";"64";"3";"2";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"3";"0";"0";"4";"3";"1";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310050] KEWAPANTE";"53";"5310";"5310050";"1";"2";"0";"0";"20";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"0";"1";"0";"0";"32";"0";"6";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310052] KANGAE";"53";"5310";"5310052";"6";"72";"2";"0";"57";"17";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310061] PALUE";"53";"5310";"5310061";"2";"1";"1";"0";"641";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310062] KOTING";"53";"5310";"5310062";"1";"2";"2";"0";"56";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310063] NELLE";"53";"5310";"5310063";"2";"0";"0";"0";"101";"14";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310070] NITA";"53";"5310";"5310070";"14";"15";"1";"0";"243";"4";"9";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310071] MAGEPANDA";"53";"5310";"5310071";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310080] ALOK";"53";"5310";"5310080";"0";"0";"0";"0";"8";"0";"1";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310081] ALOK BARAT";"53";"5310";"5310081";"1";"0";"0";"0";"8";"1";"2";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"1";"1";"0";"0";"9";"14";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310] SIKKA";"53";"5310";"5310999";"127";"171";"19";"2";"2113";"190";"64";"15"
