"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_dipanen_sendiri";"n_utp_diijonkan";"n_utp_ditebaskan";"n_utp_belum_panen_habis";"n_utp_puso";"n_utp_tidak_panen";"n_utp_belum_panen";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310010] PAGA";"53";"5310";"5310010";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310011] MEGO";"53";"5310";"5310011";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310020] LELA";"53";"5310";"5310020";"1";"0";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310030] BOLA";"53";"5310";"5310030";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310031] DORENG";"53";"5310";"5310031";"3";"0";"0";"1";"0";"0";"2";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310040] TALIBURA";"53";"5310";"5310040";"1";"0";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310041] WAIGETE";"53";"5310";"5310041";"133";"0";"0";"35";"0";"2";"90";"204"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310050] KEWAPANTE";"53";"5310";"5310050";"8";"0";"0";"0";"0";"0";"24";"30"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1";"0";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310052] KANGAE";"53";"5310";"5310052";"51";"0";"0";"4";"0";"0";"53";"91"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310062] KOTING";"53";"5310";"5310062";"5";"0";"0";"0";"0";"0";"1";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310063] NELLE";"53";"5310";"5310063";"2";"0";"0";"0";"0";"0";"1";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310070] NITA";"53";"5310";"5310070";"11";"0";"0";"0";"0";"0";"14";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310071] MAGEPANDA";"53";"5310";"5310071";"9";"0";"0";"0";"0";"0";"3";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310080] ALOK";"53";"5310";"5310080";"33";"0";"0";"2";"0";"0";"23";"40"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310081] ALOK BARAT";"53";"5310";"5310081";"5";"0";"0";"1";"0";"1";"10";"15"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"17";"0";"0";"0";"0";"0";"8";"24"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310] SIKKA";"53";"5310";"5310999";"280";"0";"0";"43";"0";"3";"229";"452"
