"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310010] PAGA";"53";"5310";"5310010";"47237169";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310011] MEGO";"53";"5310";"5310011";"40488846";"1";"3";"2";"0";"10";"200"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310012] TANA WAWO";"53";"5310";"5310012";"33740595";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310020] LELA";"53";"5310";"5310020";"30366688";"8";"7";"32";"0";"179";"2320"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310030] BOLA";"53";"5310";"5310030";"26993284";"89";"61";"245";"11";"5444";"16386"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310031] DORENG";"53";"5310";"5310031";"30367368";"19";"22";"41";"0";"681";"2990"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310032] MAPITARA";"53";"5310";"5310032";"13496582";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310040] TALIBURA";"53";"5310";"5310040";"67482670";"18";"77";"57";"0";"949";"3835"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310041] WAIGETE";"53";"5310";"5310041";"37115298";"63";"40";"148";"3";"2758";"13927"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310042] WAIBLAMA";"53";"5310";"5310042";"23618644";"8";"20";"22";"0";"31";"520"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310050] KEWAPANTE";"53";"5310";"5310050";"30365838";"64";"14";"313";"0";"8162";"47797"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"23617818";"114";"54";"475";"7";"5707";"96503"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310052] KANGAE";"53";"5310";"5310052";"30365694";"108";"44";"496";"4";"7164";"78585"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310061] PALUE";"53";"5310";"5310061";"26991660";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310062] KOTING";"53";"5310";"5310062";"23617650";"9";"5";"6";"0";"68";"540"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310063] NELLE";"53";"5310";"5310063";"16869720";"2";"0";"3";"0";"414";"1080"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310070] NITA";"53";"5310";"5310070";"50609248";"15";"11";"37";"3";"2583";"4970"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310071] MAGEPANDA";"53";"5310";"5310071";"26992332";"7";"1";"7";"0";"158";"2948"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310080] ALOK";"53";"5310";"5310080";"23618238";"5";"2";"6";"0";"273";"3810"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310081] ALOK BARAT";"53";"5310";"5310081";"13496114";"1";"0";"1";"0";"16";"800"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"37114231";"23";"27";"66";"1";"1266";"2750"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310] SIKKA";"53";"5310";"5310999";"654565687";"554";"388";"1957";"29";"35863";"279961"
