"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310010] PAGA";"53";"5310";"5310010";"55022275";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310011] MEGO";"53";"5310";"5310011";"47161794";"3";"0";"45";"0";"287";"3000"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310012] TANA WAWO";"53";"5310";"5310012";"39301385";"1";"0";"20";"0";"266";"400"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310020] LELA";"53";"5310";"5310020";"35371161";"1";"0";"3";"0";"5";"75"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310030] BOLA";"53";"5310";"5310030";"31443106";"1";"7";"25";"0";"66";"60"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310031] DORENG";"53";"5310";"5310031";"35374221";"15";"2";"90";"0";"1365";"7730"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310032] MAPITARA";"53";"5310";"5310032";"15721850";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310040] TALIBURA";"53";"5310";"5310040";"78609010";"8";"1";"224";"0";"3232";"23290"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310041] WAIGETE";"53";"5310";"5310041";"43234785";"7";"5";"80";"0";"408";"2310"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310042] WAIBLAMA";"53";"5310";"5310042";"27512982";"1";"40";"30";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310050] KEWAPANTE";"53";"5310";"5310050";"35374595";"22";"20";"130";"0";"1608";"12910"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"27516000";"12";"14";"39";"0";"1416";"2435"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310052] KANGAE";"53";"5310";"5310052";"35374698";"3";"4";"15";"0";"338";"910"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310061] PALUE";"53";"5310";"5310061";"31444108";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310062] KOTING";"53";"5310";"5310062";"27513542";"1";"0";"4";"0";"45";"210"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310063] NELLE";"53";"5310";"5310063";"19652500";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310070] NITA";"53";"5310";"5310070";"58957350";"17";"16";"110";"0";"17528";"35069"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310071] MAGEPANDA";"53";"5310";"5310071";"31443233";"8";"54";"45";"0";"654";"1430"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310080] ALOK";"53";"5310";"5310080";"27512464";"3";"0";"12";"0";"655";"4990"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310081] ALOK BARAT";"53";"5310";"5310081";"15721386";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"43233729";"9";"20";"27";"0";"4098";"72735"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2154";"[5310] SIKKA";"53";"5310";"5310999";"762496174";"112";"183";"899";"0";"31971";"167554"
