"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup_budidaya_jumlah";"n_rtup_pembibitan_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310010] PAGA";"53";"5310";"5310010";"431";"0";"0";"431";"431";"0";"431"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310011] MEGO";"53";"5310";"5310011";"536";"0";"0";"536";"536";"0";"536"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310012] TANA WAWO";"53";"5310";"5310012";"202";"0";"0";"202";"202";"0";"202"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310020] LELA";"53";"5310";"5310020";"547";"0";"0";"547";"547";"0";"547"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310030] BOLA";"53";"5310";"5310030";"699";"0";"0";"699";"699";"0";"699"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310031] DORENG";"53";"5310";"5310031";"377";"0";"0";"377";"377";"0";"377"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310032] MAPITARA";"53";"5310";"5310032";"31";"0";"0";"31";"31";"0";"31"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310040] TALIBURA";"53";"5310";"5310040";"1160";"0";"0";"1160";"1160";"0";"1160"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310041] WAIGETE";"53";"5310";"5310041";"1095";"1";"0";"1096";"1095";"1";"1096"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310042] WAIBLAMA";"53";"5310";"5310042";"243";"1";"0";"244";"243";"1";"244"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310050] KEWAPANTE";"53";"5310";"5310050";"689";"0";"0";"689";"689";"0";"689"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"695";"0";"0";"695";"695";"0";"695"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310052] KANGAE";"53";"5310";"5310052";"708";"0";"0";"708";"708";"0";"708"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310062] KOTING";"53";"5310";"5310062";"509";"0";"0";"509";"509";"0";"509"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310063] NELLE";"53";"5310";"5310063";"490";"0";"0";"490";"490";"0";"490"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310070] NITA";"53";"5310";"5310070";"1226";"0";"0";"1226";"1226";"0";"1226"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310071] MAGEPANDA";"53";"5310";"5310071";"254";"0";"0";"254";"254";"0";"254"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310080] ALOK";"53";"5310";"5310080";"236";"0";"0";"236";"236";"0";"236"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310081] ALOK BARAT";"53";"5310";"5310081";"76";"0";"0";"76";"76";"0";"76"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"307";"0";"0";"307";"307";"0";"307"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310] SIKKA";"53";"5310";"5310999";"10511";"2";"0";"10513";"10511";"2";"10513"
