"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310010] PAGA";"53";"5310";"5310010";"1505637";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310011] MEGO";"53";"5310";"5310011";"1290390";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310012] TANA WAWO";"53";"5310";"5310012";"1083400";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310020] LELA";"53";"5310";"5310020";"982341";"51";"0";"0";"51";"51";"0";"51"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310030] BOLA";"53";"5310";"5310030";"873124";"7";"0";"0";"7";"7";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310031] DORENG";"53";"5310";"5310031";"982188";"88";"0";"0";"88";"88";"0";"88"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310032] MAPITARA";"53";"5310";"5310032";"436502";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310040] TALIBURA";"53";"5310";"5310040";"2182270";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310041] WAIGETE";"53";"5310";"5310041";"1200078";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310042] WAIBLAMA";"53";"5310";"5310042";"763623";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310050] KEWAPANTE";"53";"5310";"5310050";"982921";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"764554";"24";"0";"0";"24";"24";"0";"24"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310052] KANGAE";"53";"5310";"5310052";"982926";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310061] PALUE";"53";"5310";"5310061";"873644";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310062] KOTING";"53";"5310";"5310062";"764386";"22";"0";"0";"22";"22";"0";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310063] NELLE";"53";"5310";"5310063";"545960";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310070] NITA";"53";"5310";"5310070";"1637730";"36";"0";"0";"36";"36";"0";"36"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310071] MAGEPANDA";"53";"5310";"5310071";"873364";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310080] ALOK";"53";"5310";"5310080";"764141";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310081] ALOK BARAT";"53";"5310";"5310081";"436183";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"1199011";"4";"0";"0";"4";"4";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310] SIKKA";"53";"5310";"5310999";"21124373";"241";"0";"0";"241";"241";"0";"241"
