"id_prov";"id_kab";"id_kec";"prov";"kab";"kec";"sum_jumlah_tanaman_buah_alpukat";"sum_jumlah_tanaman_buah_anggur";"sum_jumlah_tanaman_buah_apel";"sum_jumlah_tanaman_buah_belimbing_dewa";"sum_jumlah_tanaman_buah_belimbing_demak_kunir";"sum_jumlah_tanaman_buah_belimbing_karang_sari";"sum_jumlah_tanaman_buah_belimbing_lainnya";"sum_jumlah_tanaman_buah_naga";"sum_jumlah_tanaman_buah_srikaya";"sum_jumlah_tanaman_buah_cempedak";"sum_jumlah_tanaman_buah_duku";"sum_jumlah_tanaman_buah_durian_monthong";"sum_jumlah_tanaman_buah_durian_lai";"sum_jumlah_tanaman_buah_durian_lainnya";"sum_jumlah_tanaman_buah_duwet";"sum_jumlah_tanaman_buah_jambu_air";"sum_jumlah_tanaman_buah_jambu_air_citra";"sum_jumlah_tanaman_buah_jambu_air_dalhari";"sum_jumlah_tanaman_buah_jambu_air_camplong";"sum_jumlah_tanaman_buah_jambu_biji";"sum_jumlah_tanaman_buah_jambu_biji_putih";"sum_jumlah_tanaman_buah_jambu_biji_merah";"sum_jumlah_tanaman_buah_jambu_bol";"sum_jumlah_tanaman_buah_jeruk_siam";"sum_jumlah_tanaman_buah_jeruk_keprok";"sum_jumlah_tanaman_buah_jeruk_besar";"sum_jumlah_tanaman_buah_jeruk_manis";"sum_jumlah_tanaman_buah_jeruk_lainnya";"sum_jumlah_tanaman_buah_kedondong";"sum_jumlah_tanaman_buah_kesemek";"sum_jumlah_tanaman_buah_langsat";"sum_jumlah_tanaman_buah_lengkeng";"sum_jumlah_tanaman_buah_mangga_arumanis";"sum_jumlah_tanaman_buah_mangga_cengkir";"sum_jumlah_tanaman_buah_mangga_gedong_gincu";"sum_jumlah_tanaman_buah_mangga_gedong";"sum_jumlah_tanaman_buah_mangga_kweni";"sum_jumlah_tanaman_buah_mangga_manalagi";"sum_jumlah_tanaman_buah_mangga_lainnya";"sum_jumlah_tanaman_buah_manggis";"sum_jumlah_tanaman_buah_markisa_konyal";"sum_jumlah_tanaman_buah_markisa_siuh";"sum_jumlah_tanaman_buah_markisa_lainnya";"sum_jumlah_tanaman_buah_matoa_buah";"sum_jumlah_tanaman_buah_nangka";"sum_jumlah_tanaman_buah_nenas_queen";"sum_jumlah_tanaman_buah_nenas_smooth_cayenne";"sum_jumlah_tanaman_buah_nenas_lainnya";"sum_jumlah_tanaman_buah_pepaya_besar_dampit";"sum_jumlah_tanaman_buah_pepaya_sedang_calina";"sum_jumlah_tanaman_buah_pepaya_kecil_hawaii";"sum_jumlah_tanaman_buah_pepaya_lainnya";"sum_jumlah_tanaman_buah_pisang_mas_lampung";"sum_jumlah_tanaman_buah_pisang_ambon";"sum_jumlah_tanaman_buah_pisang_kepok";"sum_jumlah_tanaman_buah_pisang_raja";"sum_jumlah_tanaman_buah_pisang_lainnya";"sum_jumlah_tanaman_buah_rambutan_binjai";"sum_jumlah_tanaman_buah_rambutan_rapiah";"sum_jumlah_tanaman_buah_rambutan_lainnya";"sum_jumlah_tanaman_buah_salak_pondoh";"sum_jumlah_tanaman_buah_salak_gula_pasir";"sum_jumlah_tanaman_buah_salak_lainnya";"sum_jumlah_tanaman_buah_sawo";"sum_jumlah_tanaman_buah_sirsak";"sum_jumlah_tanaman_buah_sukun";"sum_jumlah_tanaman_buah_terong_brastagi";"sum_jumlah_tanaman_buah_buahan_lainnya";"sum_jumlah_tanaman_buah_belimbing_gabung";"sum_jumlah_tanaman_buah_durian_gabung";"sum_jumlah_tanaman_buah_jambu_air_gabung";"sum_jumlah_tanaman_buah_jambu_biji_gabung";"sum_jumlah_tanaman_buah_jeruk_gabung";"sum_jumlah_tanaman_buah_mangga_gabung";"sum_jumlah_tanaman_buah_markisa_gabung";"sum_jumlah_tanaman_buah_nenas_gabung";"sum_jumlah_tanaman_buah_pepaya_gabung";"sum_jumlah_tanaman_buah_pisang_gabung";"sum_jumlah_tanaman_buah_rambutan_gabung";"sum_jumlah_tanaman_buah_salak_gabung";"sum_jumlah_tanaman_sayuran_blimbing_wuluh";"sum_jumlah_tanaman_sayuran_jengkol";"sum_jumlah_tanaman_sayuran_kluwih";"sum_jumlah_tanaman_sayuran_melinjo";"sum_jumlah_tanaman_sayuran_petai";"sum_jumlah_tanaman_sayuran_lainnya";"sum_jumlah_tanaman_obat_daun_ungu";"sum_jumlah_tanaman_obat_dlingo";"sum_jumlah_tanaman_obat_jati_belanda";"sum_jumlah_tanaman_obat_jojoba";"sum_jumlah_tanaman_obat_kapulaga";"sum_jumlah_tanaman_obat_lavander";"sum_jumlah_tanaman_obat_mahkota_dewa";"sum_jumlah_tanaman_obat_mengkudu";"sum_jumlah_tanaman_obat_paliasa";"sum_jumlah_tanaman_obat_salam";"sum_jumlah_tanaman_obat_sereh";"sum_jumlah_tanaman_obat_sembung";"sum_jumlah_tanaman_obat_sirih";"sum_jumlah_tanaman_obat_tribulus";"sum_jumlah_tanaman_obat_zodiak";"sum_jumlah_tanaman_obat_cincau";"sum_jumlah_tanaman_obat_buah_merah";"sum_jumlah_tanaman_obat_jeruk_nipis";"sum_jumlah_tanaman_obat_lainnya";"sum_jumlah_tanaman_hias_anthurium_bunga";"sum_jumlah_tanaman_hias_anthurium_daun";"sum_jumlah_tanaman_hias_bambu_hias";"sum_jumlah_tanaman_hias_bougenvillea_spp";"sum_jumlah_tanaman_hias_caladium";"sum_jumlah_tanaman_hias_dieffenbachia";"sum_jumlah_tanaman_hias_euphorbia";"sum_jumlah_tanaman_hias_kaktus";"sum_jumlah_tanaman_hias_phylodendron";"sum_jumlah_tanaman_hias_ponix";"sum_jumlah_tanaman_hias_polyscias";"sum_jumlah_tanaman_hias_soka_ixora";"sum_jumlah_tanaman_hias_tabulampot";"sum_jumlah_tanaman_hias_lainnya"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310010] PAGA";"53";"5310";"5310010";"61";"0";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3184";"0";"61";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3245";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310011] MEGO";"53";"5310";"5310011";"147";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"2";"0";"0";"0";"2842";"0";"18";"0";"0";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"2";"2860";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310012] TANA WAWO";"53";"5310";"5310012";"167";"0";"0";"0";"0";"0";"150";"0";"0";"0";"0";"0";"5";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"143";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"150";"9";"0";"0";"0";"0";"0";"0";"0";"148";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310020] LELA";"53";"5310";"5310020";"77";"0";"0";"0";"0";"0";"0";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"1";"0";"0";"0";"5";"0";"0";"0";"0";"0";"7";"0";"0";"5";"21";"0";"18";"10";"0";"0";"2617";"2";"153";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"14";"0";"5";"49";"2772";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310030] BOLA";"53";"5310";"5310030";"748";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"37";"5";"93";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"61";"50";"20";"41";"7";"14";"0";"3";"15";"7";"1596";"0";"67";"2";"22";"11";"0";"0";"12";"0";"4";"0";"0";"0";"0";"135";"0";"0";"0";"35";"0";"111";"24";"1685";"35";"12";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310031] DORENG";"53";"5310";"5310031";"327";"10";"10";"0";"0";"0";"0";"0";"0";"0";"2";"85";"26";"584";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"66";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"20";"4";"0";"0";"0";"23";"2";"1113";"8";"28";"0";"0";"15";"0";"0";"137";"0";"0";"0";"0";"0";"0";"695";"0";"0";"15";"66";"0";"20";"4";"1174";"15";"137";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";"0";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310032] MAPITARA";"53";"5310";"5310032";"1981";"0";"0";"0";"0";"0";"15";"0";"200";"0";"0";"0";"0";"87";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"786";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"87";"0";"0";"0";"2";"0";"0";"0";"786";"0";"0";"0";"0";"0";"0";"60";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310040] TALIBURA";"53";"5310";"5310040";"1185";"0";"0";"0";"0";"0";"0";"31";"0";"0";"0";"0";"0";"2";"18";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"2";"25";"0";"0";"0";"0";"0";"149";"0";"1";"0";"0";"17";"16";"0";"0";"0";"0";"0";"77";"2132";"0";"2280";"42";"55";"3";"98";"18";"1";"4645";"57";"1099";"0";"0";"59";"200";"0";"0";"3";"20";"40";"0";"0";"0";"2";"2";"2";"27";"183";"0";"4412";"198";"5820";"59";"200";"0";"47";"0";"0";"2900";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310041] WAIGETE";"53";"5310";"5310041";"367";"0";"0";"0";"0";"0";"0";"84";"2";"0";"0";"12";"0";"200";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"116";"0";"0";"8";"0";"0";"12";"0";"0";"0";"0";"0";"40";"0";"0";"519";"1";"73";"0";"26";"38";"5";"10045";"0";"205";"0";"0";"0";"0";"0";"0";"2";"22";"0";"0";"0";"0";"212";"0";"2";"2";"136";"0";"519";"100";"10293";"0";"0";"0";"0";"0";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310042] WAIBLAMA";"53";"5310";"5310042";"31";"0";"0";"0";"0";"0";"0";"20";"0";"0";"0";"50";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"0";"0";"17";"0";"0";"2";"0";"1";"7";"0";"0";"0";"0";"0";"20";"0";"0";"298";"0";"9";"0";"65";"0";"40";"3311";"14";"203";"0";"0";"10";"0";"0";"10";"0";"0";"0";"0";"0";"0";"58";"0";"0";"25";"27";"0";"298";"74";"3568";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
