"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310010] PAGA";"53";"5310";"5310010";"5";"1";"6730719";"16";"4";"0";"20";"500"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310011] MEGO";"53";"5310";"5310011";"5";"1";"13461407";"10";"16";"0";"120";"3300"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310030] BOLA";"53";"5310";"5310030";"5";"1";"13459871";"10";"31";"0";"370";"2330"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310031] DORENG";"53";"5310";"5310031";"5";"1";"20191659";"12";"10";"1";"68";"1980"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"20190482";"34";"81";"0";"723";"4881"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310050] KEWAPANTE";"53";"5310";"5310050";"5";"1";"6730613";"4";"1";"0";"10";"330"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"26921233";"1";"22";"1";"198";"1725"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310062] KOTING";"53";"5310";"5310062";"5";"1";"20191238";"0";"14";"0";"70";"1125"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"40380937";"27";"212";"0";"3020";"66349"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5";"1";"6730866";"0";"2";"0";"3";"90"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2158_2160";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"174989025";"114";"393";"2";"4602";"82610"
