"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310010] PAGA";"53";"5310";"5310010";"9";"1";"3";"0";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310011] MEGO";"53";"5310";"5310011";"12";"0";"0";"0";"12"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310012] TANA WAWO";"53";"5310";"5310012";"1";"3";"1";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310020] LELA";"53";"5310";"5310020";"1";"12";"0";"0";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310030] BOLA";"53";"5310";"5310030";"6";"2";"0";"0";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310031] DORENG";"53";"5310";"5310031";"24";"7";"3";"0";"34"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310032] MAPITARA";"53";"5310";"5310032";"12";"1";"1";"0";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310040] TALIBURA";"53";"5310";"5310040";"67";"13";"1";"2";"81"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310041] WAIGETE";"53";"5310";"5310041";"68";"15";"14";"3";"100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310050] KEWAPANTE";"53";"5310";"5310050";"14";"19";"9";"0";"42"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1";"2";"1";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310052] KANGAE";"53";"5310";"5310052";"3";"2";"4";"0";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310062] KOTING";"53";"5310";"5310062";"1";"2";"0";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310063] NELLE";"53";"5310";"5310063";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310070] NITA";"53";"5310";"5310070";"131";"121";"43";"0";"279"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310071] MAGEPANDA";"53";"5310";"5310071";"281";"9";"7";"7";"301"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310080] ALOK";"53";"5310";"5310080";"5";"0";"0";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310081] ALOK BARAT";"53";"5310";"5310081";"16";"2";"4";"0";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"4";"1";"0";"1";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310] SIKKA";"53";"5310";"5310999";"656";"212";"91";"13";"951"
