"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_dipanen_sendiri";"n_rtup_diijonkan";"n_rtup_ditebaskan";"n_rtup_belum_panen_habis";"n_rtup_puso";"n_rtup_tidak_panen";"n_rtup_belum_panen";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310010] PAGA";"53";"5310";"5310010";"11";"0";"0";"4";"0";"0";"2";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310011] MEGO";"53";"5310";"5310011";"65";"0";"0";"0";"0";"0";"14";"79"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310012] TANA WAWO";"53";"5310";"5310012";"88";"0";"0";"1";"0";"0";"74";"109"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310020] LELA";"53";"5310";"5310020";"14";"0";"0";"4";"0";"0";"13";"27"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310030] BOLA";"53";"5310";"5310030";"10";"0";"0";"11";"0";"0";"3";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310031] DORENG";"53";"5310";"5310031";"6";"0";"0";"7";"0";"0";"1";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310032] MAPITARA";"53";"5310";"5310032";"1";"0";"0";"2";"0";"0";"3";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310040] TALIBURA";"53";"5310";"5310040";"6";"0";"0";"0";"0";"0";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310041] WAIGETE";"53";"5310";"5310041";"10";"0";"0";"0";"0";"0";"1";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310042] WAIBLAMA";"53";"5310";"5310042";"3";"0";"0";"0";"0";"0";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310050] KEWAPANTE";"53";"5310";"5310050";"14";"0";"0";"7";"0";"0";"2";"18"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"4";"0";"0";"0";"0";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310052] KANGAE";"53";"5310";"5310052";"5";"0";"0";"0";"0";"0";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310062] KOTING";"53";"5310";"5310062";"7";"0";"0";"1";"0";"0";"4";"12"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310063] NELLE";"53";"5310";"5310063";"0";"0";"0";"0";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310070] NITA";"53";"5310";"5310070";"94";"0";"0";"47";"0";"0";"28";"124"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310071] MAGEPANDA";"53";"5310";"5310071";"17";"0";"0";"3";"0";"0";"3";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310080] ALOK";"53";"5310";"5310080";"5";"0";"0";"4";"0";"0";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310081] ALOK BARAT";"53";"5310";"5310081";"3";"0";"0";"0";"0";"0";"1";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"3";"0";"0";"1";"0";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310] SIKKA";"53";"5310";"5310999";"366";"0";"0";"92";"0";"0";"150";"483"
