"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310011] MEGO";"53";"5310";"5310011";"5";"1";"4514074";"3";"2";"0";"10";"200"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310020] LELA";"53";"5310";"5310020";"5";"1";"9028761";"1";"32";"0";"179";"2320"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310030] BOLA";"53";"5310";"5310030";"5";"1";"27084951";"18";"219";"8";"5444";"16386"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310031] DORENG";"53";"5310";"5310031";"5";"1";"31599268";"11";"36";"0";"681";"2990"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"27084826";"50";"57";"0";"949";"3835"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310041] WAIGETE";"53";"5310";"5310041";"5";"1";"40628613";"15";"146";"3";"2758";"13927"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310042] WAIBLAMA";"53";"5310";"5310042";"5";"1";"9027519";"5";"22";"0";"31";"520"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310050] KEWAPANTE";"53";"5310";"5310050";"5";"1";"22569442";"10";"302";"0";"8162";"47797"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"27081138";"4";"426";"3";"5707";"96503"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310052] KANGAE";"53";"5310";"5310052";"5";"1";"22569376";"30";"452";"4";"7164";"78585"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310062] KOTING";"53";"5310";"5310062";"5";"1";"9027465";"0";"6";"0";"68";"540"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310063] NELLE";"53";"5310";"5310063";"5";"1";"4514273";"0";"3";"0";"414";"1080"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"22571336";"0";"37";"3";"2583";"4970"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310071] MAGEPANDA";"53";"5310";"5310071";"5";"1";"13542759";"0";"7";"0";"158";"2948"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310080] ALOK";"53";"5310";"5310080";"5";"1";"9028494";"2";"6";"0";"273";"3810"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310081] ALOK BARAT";"53";"5310";"5310081";"5";"1";"4514241";"0";"1";"0";"16";"800"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5";"1";"18055758";"7";"66";"1";"1266";"2750"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"302442294";"156";"1820";"22";"35863";"279961"
