"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310010] PAGA";"53";"5310";"5310010";"10";"1";"2";"0";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310011] MEGO";"53";"5310";"5310011";"57";"22";"0";"0";"79"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310012] TANA WAWO";"53";"5310";"5310012";"17";"73";"19";"1";"109"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310020] LELA";"53";"5310";"5310020";"9";"18";"0";"0";"27"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310030] BOLA";"53";"5310";"5310030";"0";"14";"0";"0";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310031] DORENG";"53";"5310";"5310031";"4";"8";"2";"0";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310032] MAPITARA";"53";"5310";"5310032";"2";"4";"0";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310040] TALIBURA";"53";"5310";"5310040";"0";"5";"1";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310041] WAIGETE";"53";"5310";"5310041";"8";"3";"0";"0";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1";"1";"1";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310050] KEWAPANTE";"53";"5310";"5310050";"6";"9";"1";"2";"18"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"0";"4";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310052] KANGAE";"53";"5310";"5310052";"3";"0";"2";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310062] KOTING";"53";"5310";"5310062";"6";"6";"0";"0";"12"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310063] NELLE";"53";"5310";"5310063";"0";"1";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310070] NITA";"53";"5310";"5310070";"67";"23";"35";"0";"124"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310071] MAGEPANDA";"53";"5310";"5310071";"14";"5";"0";"3";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310080] ALOK";"53";"5310";"5310080";"2";"4";"1";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310081] ALOK BARAT";"53";"5310";"5310081";"3";"0";"1";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"1";"0";"2";"1";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2413";"[5310] SIKKA";"53";"5310";"5310999";"210";"201";"67";"7";"483"
