tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;jenis_produksi;n_utp_seluruhnya_dijual;n_utp_sebagian_besar_dijual;n_utp_sebagian_besar_dikonsumsi_sendiri;n_utp_seluruhnya_dikonsumsi_sendiri;n_utp_belum_dijual
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2438;[5310070] NITA;53;5310;5310070;5;41;133;2;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2438;[5310071] MAGEPANDA;53;5310;5310071;5;16;36;1;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2438;[5310080] ALOK;53;5310;5310080;5;3;5;1;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2438;[5310081] ALOK BARAT;53;5310;5310081;5;7;12;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2438;[5310082] ALOK TIMUR;53;5310;5310082;5;1;1;1;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2438;[5310] SIKKA;53;5310;5310999;5;106;291;13;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310010] PAGA;53;5310;5310010;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310011] MEGO;53;5310;5310011;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310012] TANA WAWO;53;5310;5310012;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310020] LELA;53;5310;5310020;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310030] BOLA;53;5310;5310030;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310031] DORENG;53;5310;5310031;5;3;14;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310032] MAPITARA;53;5310;5310032;5;1;9;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310040] TALIBURA;53;5310;5310040;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310041] WAIGETE;53;5310;5310041;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310042] WAIBLAMA;53;5310;5310042;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310050] KEWAPANTE;53;5310;5310050;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310051] HEWOKLOANG;53;5310;5310051;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310052] KANGAE;53;5310;5310052;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310061] PALUE;53;5310;5310061;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310062] KOTING;53;5310;5310062;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310063] NELLE;53;5310;5310063;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310070] NITA;53;5310;5310070;5;17;166;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310071] MAGEPANDA;53;5310;5310071;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310080] ALOK;53;5310;5310080;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310081] ALOK BARAT;53;5310;5310081;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310082] ALOK TIMUR;53;5310;5310082;5;0;0;1;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2439;[5310] SIKKA;53;5310;5310999;5;21;189;1;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310010] PAGA;53;5310;5310010;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310011] MEGO;53;5310;5310011;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310012] TANA WAWO;53;5310;5310012;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310020] LELA;53;5310;5310020;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310030] BOLA;53;5310;5310030;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310031] DORENG;53;5310;5310031;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310032] MAPITARA;53;5310;5310032;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310040] TALIBURA;53;5310;5310040;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310041] WAIGETE;53;5310;5310041;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310042] WAIBLAMA;53;5310;5310042;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310050] KEWAPANTE;53;5310;5310050;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310051] HEWOKLOANG;53;5310;5310051;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310052] KANGAE;53;5310;5310052;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310061] PALUE;53;5310;5310061;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310062] KOTING;53;5310;5310062;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310063] NELLE;53;5310;5310063;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310070] NITA;53;5310;5310070;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310071] MAGEPANDA;53;5310;5310071;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310080] ALOK;53;5310;5310080;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310081] ALOK BARAT;53;5310;5310081;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310082] ALOK TIMUR;53;5310;5310082;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2440;[5310] SIKKA;53;5310;5310999;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310010] PAGA;53;5310;5310010;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310011] MEGO;53;5310;5310011;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310012] TANA WAWO;53;5310;5310012;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310020] LELA;53;5310;5310020;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310030] BOLA;53;5310;5310030;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310031] DORENG;53;5310;5310031;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310032] MAPITARA;53;5310;5310032;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310040] TALIBURA;53;5310;5310040;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310041] WAIGETE;53;5310;5310041;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310042] WAIBLAMA;53;5310;5310042;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310050] KEWAPANTE;53;5310;5310050;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310051] HEWOKLOANG;53;5310;5310051;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310052] KANGAE;53;5310;5310052;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310061] PALUE;53;5310;5310061;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310062] KOTING;53;5310;5310062;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310063] NELLE;53;5310;5310063;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310070] NITA;53;5310;5310070;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310071] MAGEPANDA;53;5310;5310071;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310080] ALOK;53;5310;5310080;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310081] ALOK BARAT;53;5310;5310081;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310082] ALOK TIMUR;53;5310;5310082;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2441;[5310] SIKKA;53;5310;5310999;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310010] PAGA;53;5310;5310010;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310011] MEGO;53;5310;5310011;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310012] TANA WAWO;53;5310;5310012;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310020] LELA;53;5310;5310020;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310030] BOLA;53;5310;5310030;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310031] DORENG;53;5310;5310031;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310032] MAPITARA;53;5310;5310032;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310040] TALIBURA;53;5310;5310040;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310041] WAIGETE;53;5310;5310041;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310042] WAIBLAMA;53;5310;5310042;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310050] KEWAPANTE;53;5310;5310050;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310051] HEWOKLOANG;53;5310;5310051;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310052] KANGAE;53;5310;5310052;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310061] PALUE;53;5310;5310061;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310062] KOTING;53;5310;5310062;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310063] NELLE;53;5310;5310063;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310070] NITA;53;5310;5310070;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310071] MAGEPANDA;53;5310;5310071;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310080] ALOK;53;5310;5310080;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310081] ALOK BARAT;53;5310;5310081;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310082] ALOK TIMUR;53;5310;5310082;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2442;[5310] SIKKA;53;5310;5310999;5;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310010] PAGA;53;5310;5310010;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310011] MEGO;53;5310;5310011;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310012] TANA WAWO;53;5310;5310012;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310020] LELA;53;5310;5310020;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310030] BOLA;53;5310;5310030;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310031] DORENG;53;5310;5310031;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310032] MAPITARA;53;5310;5310032;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310040] TALIBURA;53;5310;5310040;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310041] WAIGETE;53;5310;5310041;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310042] WAIBLAMA;53;5310;5310042;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310050] KEWAPANTE;53;5310;5310050;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310051] HEWOKLOANG;53;5310;5310051;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310052] KANGAE;53;5310;5310052;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310061] PALUE;53;5310;5310061;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310062] KOTING;53;5310;5310062;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310063] NELLE;53;5310;5310063;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310070] NITA;53;5310;5310070;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310071] MAGEPANDA;53;5310;5310071;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310080] ALOK;53;5310;5310080;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310081] ALOK BARAT;53;5310;5310081;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310082] ALOK TIMUR;53;5310;5310082;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2443;[5310] SIKKA;53;5310;5310999;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310010] PAGA;53;5310;5310010;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310011] MEGO;53;5310;5310011;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310012] TANA WAWO;53;5310;5310012;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310020] LELA;53;5310;5310020;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310030] BOLA;53;5310;5310030;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310031] DORENG;53;5310;5310031;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310032] MAPITARA;53;5310;5310032;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310040] TALIBURA;53;5310;5310040;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310041] WAIGETE;53;5310;5310041;18;0;0;2;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310042] WAIBLAMA;53;5310;5310042;18;0;0;1;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310050] KEWAPANTE;53;5310;5310050;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310051] HEWOKLOANG;53;5310;5310051;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310052] KANGAE;53;5310;5310052;18;0;0;2;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310061] PALUE;53;5310;5310061;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310062] KOTING;53;5310;5310062;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310063] NELLE;53;5310;5310063;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310070] NITA;53;5310;5310070;18;0;0;10;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310071] MAGEPANDA;53;5310;5310071;18;0;0;6;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310080] ALOK;53;5310;5310080;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310081] ALOK BARAT;53;5310;5310081;18;0;0;1;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310082] ALOK TIMUR;53;5310;5310082;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2444;[5310] SIKKA;53;5310;5310999;18;0;0;22;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;1;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;10;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;11;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;12;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;13;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;14;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;15;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;16;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;17;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;18;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;19;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;2;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;20;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;21;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;22;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;23;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;24;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;25;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;26;0;0;0;0;0
BAB_4_tabel_4_22_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2499;[5310010] PAGA;53;5310;5310010;27;0;0;0;0;0
