"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2305";"[5310010] PAGA";"53";"5310";"5310010";"5";"1";"392302";"0";"4";"0";"120";"800"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2305";"[5310012] TANA WAWO";"53";"5310";"5310012";"5";"1";"392368";"0";"5";"0";"120";"800"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2305";"[5310020] LELA";"53";"5310";"5310020";"5";"1";"784870";"0";"22";"0";"15";"200"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2305";"[5310030] BOLA";"53";"5310";"5310030";"5";"1";"392442";"0";"2";"0";"5";"200"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2305";"[5310031] DORENG";"53";"5310";"5310031";"5";"1";"392506";"0";"12";"0";"74";"650"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2305";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"1959485";"308";"710";"20";"7657.6";"64600"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2305";"[5310050] KEWAPANTE";"53";"5310";"5310050";"5";"1";"785425";"2";"7";"0";"202";"793"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2305";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"1960115";"1";"45";"0";"315.4";"5470"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2305";"[5310062] KOTING";"53";"5310";"5310062";"5";"1";"1565399";"0";"8";"0";"150";"1085"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2305";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"1964823";"0";"16";"0";"250";"5400"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2305";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5";"1";"393120";"0";"3";"0";"24";"1100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2305";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"10982855";"311";"834";"20";"8933";"81098"
