"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310010] PAGA";"53";"5310";"5310010";"10";"1";"0";"11";"10";"1";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310011] MEGO";"53";"5310";"5310011";"38";"0";"0";"38";"38";"0";"38"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310012] TANA WAWO";"53";"5310";"5310012";"134";"0";"0";"134";"134";"0";"134"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310020] LELA";"53";"5310";"5310020";"47";"0";"0";"47";"47";"0";"47"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310030] BOLA";"53";"5310";"5310030";"872";"0";"22";"894";"894";"22";"894"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310031] DORENG";"53";"5310";"5310031";"1523";"0";"4";"1527";"1527";"4";"1527"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310032] MAPITARA";"53";"5310";"5310032";"219";"0";"0";"219";"219";"0";"219"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310040] TALIBURA";"53";"5310";"5310040";"31";"0";"0";"31";"31";"0";"31"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310041] WAIGETE";"53";"5310";"5310041";"456";"0";"0";"456";"456";"0";"456"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310042] WAIBLAMA";"53";"5310";"5310042";"5";"0";"0";"5";"5";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310050] KEWAPANTE";"53";"5310";"5310050";"138";"0";"0";"138";"138";"0";"138"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1162";"1";"9";"1172";"1171";"10";"1172"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310052] KANGAE";"53";"5310";"5310052";"106";"0";"0";"106";"106";"0";"106"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310061] PALUE";"53";"5310";"5310061";"5";"0";"0";"5";"5";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310062] KOTING";"53";"5310";"5310062";"34";"0";"0";"34";"34";"0";"34"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310063] NELLE";"53";"5310";"5310063";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310070] NITA";"53";"5310";"5310070";"310";"0";"0";"310";"310";"0";"310"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310071] MAGEPANDA";"53";"5310";"5310071";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310080] ALOK";"53";"5310";"5310080";"8";"1";"0";"9";"8";"1";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310081] ALOK BARAT";"53";"5310";"5310081";"5";"0";"0";"5";"5";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"70";"0";"0";"70";"70";"0";"70"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3124";"[5310] SIKKA";"53";"5310";"5310999";"5173";"3";"35";"5211";"5208";"38";"5211"
