"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"n_utp_seluruhnya_dijual";"n_utp_sebagian_besar_dijual";"n_utp_sebagian_besar_dikonsumsi_sendiri";"n_utp_seluruhnya_dikonsumsi_sendiri";"n_utp_belum_dijual"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"1";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"10";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"11";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"12";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"13";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"14";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"15";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"16";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"17";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"18";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"20";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"21";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"22";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"23";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"24";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"25";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"26";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2899";"[5310010] PAGA";"53";"5310";"5310010";"27";"0";"0";"0";"0";"0"
