"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310010] PAGA";"53";"5310";"5310010";"12460453";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310011] MEGO";"53";"5310";"5310011";"10681062";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310012] TANA WAWO";"53";"5310";"5310012";"8900775";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310020] LELA";"53";"5310";"5310020";"8010612";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310030] BOLA";"53";"5310";"5310030";"7120476";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310031] DORENG";"53";"5310";"5310031";"8010459";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310032] MAPITARA";"53";"5310";"5310032";"3560178";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310040] TALIBURA";"53";"5310";"5310040";"17806821";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310041] WAIGETE";"53";"5310";"5310041";"9794180";"1";"3";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310042] WAIBLAMA";"53";"5310";"5310042";"6232597";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310050] KEWAPANTE";"53";"5310";"5310050";"8013267";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"6232485";"0";"3";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310052] KANGAE";"53";"5310";"5310052";"8013123";"1";"0";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310061] PALUE";"53";"5310";"5310061";"7123676";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310062] KOTING";"53";"5310";"5310062";"6233164";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310063] NELLE";"53";"5310";"5310063";"4452230";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310070] NITA";"53";"5310";"5310070";"13356540";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310071] MAGEPANDA";"53";"5310";"5310071";"7123396";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310080] ALOK";"53";"5310";"5310080";"6232919";"0";"0";"1";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310081] ALOK BARAT";"53";"5310";"5310081";"3561646";"0";"1";"2";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"9793960";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310] SIKKA";"53";"5310";"5310999";"172714019";"2";"14";"3";"0";"19";"19"
