"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310010] PAGA";"53";"5310";"5310010";"1086";"0";"0";"1086";"1086"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310011] MEGO";"53";"5310";"5310011";"454";"0";"0";"454";"454"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310012] TANA WAWO";"53";"5310";"5310012";"364";"0";"0";"364";"364"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310020] LELA";"53";"5310";"5310020";"378";"0";"0";"378";"378"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310030] BOLA";"53";"5310";"5310030";"555";"0";"0";"555";"555"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310031] DORENG";"53";"5310";"5310031";"107";"0";"0";"107";"107"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310032] MAPITARA";"53";"5310";"5310032";"139";"0";"0";"139";"139"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310040] TALIBURA";"53";"5310";"5310040";"1273";"0";"0";"1273";"1273"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310041] WAIGETE";"53";"5310";"5310041";"1398";"0";"0";"1398";"1398"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310042] WAIBLAMA";"53";"5310";"5310042";"437";"0";"0";"437";"437"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310050] KEWAPANTE";"53";"5310";"5310050";"1084";"0";"13";"1097";"1097"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"240";"0";"1";"241";"241"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310052] KANGAE";"53";"5310";"5310052";"2011";"0";"0";"2011";"2011"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310061] PALUE";"53";"5310";"5310061";"1440";"0";"0";"1440";"1440"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310062] KOTING";"53";"5310";"5310062";"575";"0";"0";"575";"575"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310063] NELLE";"53";"5310";"5310063";"634";"0";"2";"636";"636"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310070] NITA";"53";"5310";"5310070";"1351";"0";"0";"1351";"1351"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310071] MAGEPANDA";"53";"5310";"5310071";"663";"0";"0";"663";"663"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310080] ALOK";"53";"5310";"5310080";"1197";"0";"0";"1197";"1197"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310081] ALOK BARAT";"53";"5310";"5310081";"913";"0";"0";"913";"913"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"1362";"0";"0";"1362";"1362"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310] SIKKA";"53";"5310";"5310999";"17661";"0";"16";"17677";"17677"
