"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310010] PAGA";"53";"5310";"5310010";"1102";"0";"0";"1102";"1102"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310011] MEGO";"53";"5310";"5310011";"457";"0";"0";"457";"457"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310012] TANA WAWO";"53";"5310";"5310012";"364";"0";"0";"364";"364"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310020] LELA";"53";"5310";"5310020";"381";"0";"0";"381";"381"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310030] BOLA";"53";"5310";"5310030";"564";"0";"0";"564";"564"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310031] DORENG";"53";"5310";"5310031";"108";"0";"0";"108";"108"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310032] MAPITARA";"53";"5310";"5310032";"139";"0";"0";"139";"139"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310040] TALIBURA";"53";"5310";"5310040";"1327";"0";"0";"1327";"1327"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310041] WAIGETE";"53";"5310";"5310041";"1435";"0";"0";"1435";"1435"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310042] WAIBLAMA";"53";"5310";"5310042";"445";"0";"0";"445";"445"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310050] KEWAPANTE";"53";"5310";"5310050";"1097";"0";"13";"1110";"1110"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"247";"0";"1";"248";"248"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310052] KANGAE";"53";"5310";"5310052";"2055";"0";"0";"2055";"2055"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310061] PALUE";"53";"5310";"5310061";"1443";"0";"0";"1443";"1443"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310062] KOTING";"53";"5310";"5310062";"580";"0";"0";"580";"580"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310063] NELLE";"53";"5310";"5310063";"635";"0";"2";"637";"637"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310070] NITA";"53";"5310";"5310070";"1374";"0";"0";"1374";"1374"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310071] MAGEPANDA";"53";"5310";"5310071";"679";"0";"0";"679";"679"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310080] ALOK";"53";"5310";"5310080";"1220";"0";"0";"1220";"1220"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310081] ALOK BARAT";"53";"5310";"5310081";"926";"0";"0";"926";"926"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"1380";"0";"0";"1380";"1380"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310] SIKKA";"53";"5310";"5310999";"17958";"0";"16";"17974";"17974"
