"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_dipanen_sendiri";"n_rtup_diijonkan";"n_rtup_ditebaskan";"n_rtup_belum_panen_habis";"n_rtup_puso";"n_rtup_tidak_panen";"n_rtup_belum_panen";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310010] PAGA";"53";"5310";"5310010";"7";"0";"0";"0";"0";"0";"1";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310011] MEGO";"53";"5310";"5310011";"3";"0";"0";"0";"0";"0";"1";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310012] TANA WAWO";"53";"5310";"5310012";"1";"0";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310020] LELA";"53";"5310";"5310020";"5";"0";"0";"1";"0";"0";"7";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310030] BOLA";"53";"5310";"5310030";"4";"0";"0";"0";"0";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310031] DORENG";"53";"5310";"5310031";"3";"0";"0";"1";"0";"0";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310040] TALIBURA";"53";"5310";"5310040";"15";"0";"4";"1";"0";"0";"4";"24"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310041] WAIGETE";"53";"5310";"5310041";"48";"0";"0";"0";"0";"0";"1";"49"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310050] KEWAPANTE";"53";"5310";"5310050";"40";"0";"0";"2";"0";"0";"4";"43"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1";"0";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310052] KANGAE";"53";"5310";"5310052";"7";"0";"0";"0";"0";"1";"0";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310061] PALUE";"53";"5310";"5310061";"1";"0";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310062] KOTING";"53";"5310";"5310062";"1";"0";"0";"0";"0";"0";"1";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310063] NELLE";"53";"5310";"5310063";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310070] NITA";"53";"5310";"5310070";"14";"0";"0";"0";"0";"0";"5";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310071] MAGEPANDA";"53";"5310";"5310071";"189";"0";"0";"2";"0";"1";"11";"192"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310080] ALOK";"53";"5310";"5310080";"6";"0";"0";"0";"0";"0";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310081] ALOK BARAT";"53";"5310";"5310081";"180";"0";"0";"0";"0";"0";"16";"183"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"9";"0";"0";"0";"0";"0";"0";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310] SIKKA";"53";"5310";"5310999";"534";"0";"4";"7";"0";"2";"51";"564"
