"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310010] PAGA";"53";"5310";"5310010";"17";"0";"0";"17";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310011] MEGO";"53";"5310";"5310011";"86";"0";"0";"86";"86"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310020] LELA";"53";"5310";"5310020";"34";"0";"0";"34";"34"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310030] BOLA";"53";"5310";"5310030";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310031] DORENG";"53";"5310";"5310031";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310032] MAPITARA";"53";"5310";"5310032";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310040] TALIBURA";"53";"5310";"5310040";"129";"0";"0";"129";"129"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310041] WAIGETE";"53";"5310";"5310041";"85";"0";"0";"85";"85"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310042] WAIBLAMA";"53";"5310";"5310042";"10";"0";"0";"10";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310050] KEWAPANTE";"53";"5310";"5310050";"19";"1";"1";"21";"21"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310052] KANGAE";"53";"5310";"5310052";"39";"0";"0";"39";"39"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310061] PALUE";"53";"5310";"5310061";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310062] KOTING";"53";"5310";"5310062";"22";"0";"0";"22";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310063] NELLE";"53";"5310";"5310063";"26";"0";"0";"26";"26"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310070] NITA";"53";"5310";"5310070";"42";"0";"0";"42";"42"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310071] MAGEPANDA";"53";"5310";"5310071";"32";"0";"0";"32";"32"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310080] ALOK";"53";"5310";"5310080";"173";"0";"0";"173";"173"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310081] ALOK BARAT";"53";"5310";"5310081";"50";"0";"0";"50";"50"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"515";"0";"0";"515";"515"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1213";"[5310] SIKKA";"53";"5310";"5310999";"1288";"1";"1";"1290";"1290"
