"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310010] PAGA";"53";"5310";"5310010";"11476913";"3";"4";"0";"0";"7";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310011] MEGO";"53";"5310";"5310011";"9840758";"2";"8";"0";"0";"10";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310012] TANA WAWO";"53";"5310";"5310012";"8201115";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310020] LELA";"53";"5310";"5310020";"7380918";"3";"16";"0";"0";"19";"19"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310030] BOLA";"53";"5310";"5310030";"6560748";"3";"37";"0";"0";"40";"40"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310031] DORENG";"53";"5310";"5310031";"7380765";"0";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310032] MAPITARA";"53";"5310";"5310032";"3280314";"1";"6";"0";"1";"8";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310040] TALIBURA";"53";"5310";"5310040";"16402639";"40";"107";"2";"27";"176";"176"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310041] WAIGETE";"53";"5310";"5310041";"9021870";"71";"195";"29";"19";"314";"315"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310042] WAIBLAMA";"53";"5310";"5310042";"5741127";"3";"13";"2";"3";"21";"21"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310050] KEWAPANTE";"53";"5310";"5310050";"7381377";"52";"108";"1";"3";"164";"164"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5741015";"0";"20";"0";"0";"20";"20"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310052] KANGAE";"53";"5310";"5310052";"7381233";"32";"58";"4";"0";"94";"94"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310061] PALUE";"53";"5310";"5310061";"6560790";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310062] KOTING";"53";"5310";"5310062";"5740014";"6";"90";"0";"0";"96";"96"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310063] NELLE";"53";"5310";"5310063";"4099980";"3";"68";"0";"0";"71";"71"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310070] NITA";"53";"5310";"5310070";"12299790";"2";"65";"0";"1";"68";"68"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310071] MAGEPANDA";"53";"5310";"5310071";"6559796";"163";"84";"19";"13";"279";"278"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310080] ALOK";"53";"5310";"5310080";"5739769";"176";"47";"4";"68";"295";"294"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310081] ALOK BARAT";"53";"5310";"5310081";"3279846";"120";"21";"5";"2";"148";"149"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"9019494";"77";"91";"3";"4";"175";"175"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310] SIKKA";"53";"5310";"5310999";"159090271";"757";"1045";"69";"141";"2012";"2012"
