"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_usaha_selain_ternak_besar_produksi_daging";"n_rtup_usaha_selain_ternak_besar_produksi_susu_segar";"n_rtup_usaha_selain_ternak_besar_produksi_telur_konsumsi";"n_rtup_usaha_selain_ternak_besar_produksi_telur_tetas";"n_rtup_usaha_selain_ternak_besar_produksi_semen_ternak";"n_rtup_usaha_selain_ternak_besar_produksi_embrio";"n_rtup_usaha_selain_ternak_besar_produksi_madu";"n_rtup_usaha_selain_ternak_besar_produksi_liur_atau_sarang";"n_rtup_usaha_selain_ternak_besar_produksi_bulu";"n_rtup_usaha_selain_ternak_besar_produksi_kepompong";"n_rtup_usaha_selain_ternak_besar_produksi_kulit";"n_rtup_usaha_selain_ternak_besar_produksi_lilin_malam";"jumlah";"n_rtup_usaha_selain_ternak_besar"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310010] PAGA";"53";"5310";"5310010";"389";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"389";"389"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310011] MEGO";"53";"5310";"5310011";"624";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"624";"624"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310012] TANA WAWO";"53";"5310";"5310012";"541";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"541";"541"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310020] LELA";"53";"5310";"5310020";"618";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"618";"618"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310030] BOLA";"53";"5310";"5310030";"357";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"357";"357"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310031] DORENG";"53";"5310";"5310031";"301";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"301";"301"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310032] MAPITARA";"53";"5310";"5310032";"297";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"297";"297"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310040] TALIBURA";"53";"5310";"5310040";"825";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"825";"825"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310041] WAIGETE";"53";"5310";"5310041";"875";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"875";"875"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310042] WAIBLAMA";"53";"5310";"5310042";"274";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"274";"274"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310050] KEWAPANTE";"53";"5310";"5310050";"357";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"357";"357"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"239";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"239";"239"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310052] KANGAE";"53";"5310";"5310052";"618";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"619";"619"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310061] PALUE";"53";"5310";"5310061";"195";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"195";"195"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310062] KOTING";"53";"5310";"5310062";"138";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"139";"139"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310063] NELLE";"53";"5310";"5310063";"127";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"127";"127"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310070] NITA";"53";"5310";"5310070";"593";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"593";"593"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310071] MAGEPANDA";"53";"5310";"5310071";"416";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"416";"416"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310080] ALOK";"53";"5310";"5310080";"255";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"255";"255"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310081] ALOK BARAT";"53";"5310";"5310081";"302";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"302";"302"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"633";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"633";"633"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4203";"[5310] SIKKA";"53";"5310";"5310999";"8974";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"8976";"8976"
