"id_prov";"id_kab";"id_kategori_subsektor";"id_kec";"prov";"kab";"kec";"kategori_subsektor";"n_rtup_subsektor_st2023"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310063] NELLE";"53";"5310";"5310063";"Kehutanan";"250"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310063] NELLE";"53";"5310";"5310063";"Jasa Pertanian";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310070] NITA";"53";"5310";"5310070";"Pertanian";"3781"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310070] NITA";"53";"5310";"5310070";"Tanaman Pangan";"2153"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310070] NITA";"53";"5310";"5310070";"Padi";"945"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310070] NITA";"53";"5310";"5310070";"Palawija";"1892"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310070] NITA";"53";"5310";"5310070";"Hortikultura";"2096"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310070] NITA";"53";"5310";"5310070";"Perkebunan";"3331"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310070] NITA";"53";"5310";"5310070";"Peternakan";"2433"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310070] NITA";"53";"5310";"5310070";"Perikanan";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310070] NITA";"53";"5310";"5310070";"Budidaya Ikan";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310070] NITA";"53";"5310";"5310070";"Penangkapan Ikan";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310070] NITA";"53";"5310";"5310070";"Kehutanan";"1090"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310070] NITA";"53";"5310";"5310070";"Jasa Pertanian";"29"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Pertanian";"2478"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Tanaman Pangan";"1894"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Padi";"1577"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Palawija";"931"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Hortikultura";"906"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Perkebunan";"1438"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Peternakan";"1607"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Perikanan";"186"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Budidaya Ikan";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Penangkapan Ikan";"186"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Kehutanan";"183"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Jasa Pertanian";"30"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310080] ALOK";"53";"5310";"5310080";"Pertanian";"2575"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310080] ALOK";"53";"5310";"5310080";"Tanaman Pangan";"1320"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310080] ALOK";"53";"5310";"5310080";"Padi";"54"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310080] ALOK";"53";"5310";"5310080";"Palawija";"1298"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310080] ALOK";"53";"5310";"5310080";"Hortikultura";"575"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310080] ALOK";"53";"5310";"5310080";"Perkebunan";"1014"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310080] ALOK";"53";"5310";"5310080";"Peternakan";"1443"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310080] ALOK";"53";"5310";"5310080";"Perikanan";"553"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310080] ALOK";"53";"5310";"5310080";"Budidaya Ikan";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310080] ALOK";"53";"5310";"5310080";"Penangkapan Ikan";"552"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310080] ALOK";"53";"5310";"5310080";"Kehutanan";"60"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310080] ALOK";"53";"5310";"5310080";"Jasa Pertanian";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Pertanian";"2567"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Tanaman Pangan";"1036"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Padi";"174"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Palawija";"997"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Hortikultura";"438"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Perkebunan";"625"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Peternakan";"1379"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Perikanan";"733"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Budidaya Ikan";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Penangkapan Ikan";"730"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Kehutanan";"53"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Jasa Pertanian";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Pertanian";"3024"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Tanaman Pangan";"1627"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Padi";"75"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Palawija";"1593"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Hortikultura";"563"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Perkebunan";"1288"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Peternakan";"2193"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Perikanan";"506"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Budidaya Ikan";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Penangkapan Ikan";"502"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Kehutanan";"368"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Jasa Pertanian";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310] SIKKA";"53";"5310";"5310999";"Pertanian";"50670"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310] SIKKA";"53";"5310";"5310999";"Tanaman Pangan";"32605"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310] SIKKA";"53";"5310";"5310999";"Padi";"15616"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310] SIKKA";"53";"5310";"5310999";"Palawija";"23999"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310] SIKKA";"53";"5310";"5310999";"Hortikultura";"17424"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310] SIKKA";"53";"5310";"5310999";"Perkebunan";"37069"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310] SIKKA";"53";"5310";"5310999";"Peternakan";"33368"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310] SIKKA";"53";"5310";"5310999";"Perikanan";"3512"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310] SIKKA";"53";"5310";"5310999";"Budidaya Ikan";"29"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310] SIKKA";"53";"5310";"5310999";"Penangkapan Ikan";"3483"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310] SIKKA";"53";"5310";"5310999";"Kehutanan";"10277"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310] SIKKA";"53";"5310";"5310999";"Jasa Pertanian";"237"
