"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310010] PAGA";"53";"5310";"5310010";"3";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310011] MEGO";"53";"5310";"5310011";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310012] TANA WAWO";"53";"5310";"5310012";"17";"0";"0";"17";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310020] LELA";"53";"5310";"5310020";"16";"0";"0";"16";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310030] BOLA";"53";"5310";"5310030";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310031] DORENG";"53";"5310";"5310031";"3";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310032] MAPITARA";"53";"5310";"5310032";"46";"0";"0";"46";"46"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310040] TALIBURA";"53";"5310";"5310040";"132";"0";"1";"133";"133"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310041] WAIGETE";"53";"5310";"5310041";"209";"0";"0";"209";"209"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310042] WAIBLAMA";"53";"5310";"5310042";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310050] KEWAPANTE";"53";"5310";"5310050";"218";"0";"2";"220";"220"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"22";"0";"1";"23";"23"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310052] KANGAE";"53";"5310";"5310052";"109";"0";"0";"109";"109"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310061] PALUE";"53";"5310";"5310061";"3";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310062] KOTING";"53";"5310";"5310062";"202";"0";"0";"202";"202"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310063] NELLE";"53";"5310";"5310063";"14";"0";"0";"14";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310070] NITA";"53";"5310";"5310070";"194";"0";"1";"195";"195"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310071] MAGEPANDA";"53";"5310";"5310071";"295";"0";"0";"295";"295"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310080] ALOK";"53";"5310";"5310080";"136";"0";"0";"136";"136"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310081] ALOK BARAT";"53";"5310";"5310081";"410";"0";"0";"410";"410"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"62";"0";"0";"62";"62"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310] SIKKA";"53";"5310";"5310999";"2105";"0";"5";"2110";"2110"
