"id_prov";"id_kab";"id_kec";"prov";"kab";"kec";"n_rtup_buah_semusim_blewah";"n_rtup_buah_semusim_melon_lainnya";"n_rtup_buah_semusim_melon_berjaring";"n_rtup_buah_semusim_melon_tidak_berjaring";"n_rtup_buah_semusim_melon";"n_rtup_buah_semusim_mentimun_suri";"n_rtup_buah_semusim_semangka";"n_rtup_buah_semusim_stroberi";"n_rtup_buah_semusim_bengkoang";"n_rtup_buah_semusim_lainnya";"n_rtup_sayuran_semusim_asparagus";"n_rtup_sayuran_semusim_bawang_bombay";"n_rtup_sayuran_semusim_bawang_daun";"n_rtup_sayuran_semusim_bawang_merah";"n_rtup_sayuran_semusim_bawang_prei";"n_rtup_sayuran_semusim_bawang_putih";"n_rtup_sayuran_semusim_bayam";"n_rtup_sayuran_semusim_brokoli";"n_rtup_sayuran_semusim_buncis";"n_rtup_sayuran_semusim_cabai_hijau";"n_rtup_sayuran_semusim_cabai_merah_besar";"n_rtup_sayuran_semusim_cabai_merah_keriting";"n_rtup_sayuran_semusim_cabai_rawit";"n_rtup_sayuran_semusim_cabai";"n_rtup_sayuran_semusim_jamur_kuping";"n_rtup_sayuran_semusim_jamur_merang";"n_rtup_sayuran_semusim_jamur_tiram";"n_rtup_sayuran_semusim_jamur";"n_rtup_sayuran_semusim_kacang_kapri";"n_rtup_sayuran_semusim_kacang_panjang";"n_rtup_sayuran_semusim_kalian";"n_rtup_sayuran_semusim_kangkung";"n_rtup_sayuran_semusim_kembang_kol";"n_rtup_sayuran_semusim_kentang_sayur";"n_rtup_sayuran_semusim_kentang_industri";"n_rtup_sayuran_semusim_kentang";"n_rtup_sayuran_semusim_kubis";"n_rtup_sayuran_semusim_labu_semusim";"n_rtup_sayuran_semusim_lobak";"n_rtup_sayuran_semusim_ketimun";"n_rtup_sayuran_semusim_gambas";"n_rtup_sayuran_semusim_pak_choi";"n_rtup_sayuran_semusim_paprika";"n_rtup_sayuran_semusim_pare";"n_rtup_sayuran_semusim_sawi_putih";"n_rtup_sayuran_semusim_sawi";"n_rtup_sayuran_semusim_seledri";"n_rtup_sayuran_semusim_selada";"n_rtup_sayuran_semusim_terong";"n_rtup_sayuran_semusim_tomat";"n_rtup_sayuran_semusim_wortel";"n_rtup_sayuran_semusim_gedi";"n_rtup_sayuran_semusim_leunca";"n_rtup_sayuran_semusim_okra";"n_rtup_sayuran_semusim_edamame";"n_rtup_sayuran_semusim_jagung_baby";"n_rtup_sayuran_semusim_jagung_manis";"n_rtup_sayuran_semusim_lainnya";"n_rtup_obat_semusim_artemisia";"n_rtup_obat_semusim_brotowali";"n_rtup_obat_semusim_jahe_putih_besar";"n_rtup_obat_semusim_jahe_putih_kecil";"n_rtup_obat_semusim_jahe_merah";"n_rtup_obat_semusim_jahe";"n_rtup_obat_semusim_jamur_ling_zhi";"n_rtup_obat_semusim_keji_beling";"n_rtup_obat_semusim_kemangi";"n_rtup_obat_semusim_kencur";"n_rtup_obat_semusim_kepet";"n_rtup_obat_semusim_kunyit";"n_rtup_obat_semusim_lempuyang";"n_rtup_obat_semusim_lengkuas";"n_rtup_obat_semusim_lidah_buaya";"n_rtup_obat_semusim_pegagan";"n_rtup_obat_semusim_pulepandak";"n_rtup_obat_semusim_purwoceng";"n_rtup_obat_semusim_sambiloto";"n_rtup_obat_semusim_selasih";"n_rtup_obat_semusim_tapak_dara";"n_rtup_obat_semusim_tapak_liman";"n_rtup_obat_semusim_tempuyung";"n_rtup_obat_semusim_temu_giring";"n_rtup_obat_semusim_temu_ireng";"n_rtup_obat_semusim_temu_kunci";"n_rtup_obat_semusim_temu_wiyang";"n_rtup_obat_semusim_temulawak";"n_rtup_obat_semusim_temumangga";"n_rtup_obat_semusim_temuputih";"n_rtup_obat_semusim_lainnya";"n_rtup_hias_semusim_alamanda";"n_rtup_hias_semusim_alpinia";"n_rtup_hias_semusim_anggrek";"n_rtup_hias_semusim_anyelir";"n_rtup_hias_semusim_aglaonema";"n_rtup_hias_semusim_bunga_matahari";"n_rtup_hias_semusim_catleya";"n_rtup_hias_semusim_celosia";"n_rtup_hias_semusim_cocor_bebek";"n_rtup_hias_semusim_cordylene";"n_rtup_hias_semusim_drasena";"n_rtup_hias_semusim_fitonia";"n_rtup_hias_semusim_gladiol";"n_rtup_hias_semusim_hebras";"n_rtup_hias_semusim_kalla_lili";"n_rtup_hias_semusim_kamboja_jepang";"n_rtup_hias_semusim_katsuba";"n_rtup_hias_semusim_kecombrang";"n_rtup_hias_semusim_krisan";"n_rtup_hias_semusim_lantana";"n_rtup_hias_semusim_mawar";"n_rtup_hias_semusim_melati";"n_rtup_hias_semusim_melati_gambir_hutan";"n_rtup_hias_semusim_melati_kosta";"n_rtup_hias_semusim_monstra";"n_rtup_hias_semusim_nanas_nanasan";"n_rtup_hias_semusim_palm_jepang";"n_rtup_hias_semusim_palm_kuning";"n_rtup_hias_semusim_palm_merah";"n_rtup_hias_semusim_palm_waregu";"n_rtup_hias_semusim_peperonia";"n_rtup_hias_semusim_pisang_pisangan";"n_rtup_hias_semusim_pohon_dollar";"n_rtup_hias_semusim_pakis_pakisan";"n_rtup_hias_semusim_pedang_pedangan";"n_rtup_hias_semusim_rose_bombay";"n_rtup_hias_semusim_rumput_peking";"n_rtup_hias_semusim_scindapus";"n_rtup_hias_semusim_sirih_sirihan";"n_rtup_hias_semusim_sedap_malam";"n_rtup_hias_semusim_spathipyllum";"n_rtup_hias_semusim_talas_talasan";"n_rtup_hias_semusim_vanda";"n_rtup_hias_semusim_lainnya"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310050] KEWAPANTE";"53";"5310";"5310050";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"18";"18";"0";"0";"0";"0";"0";"7";"0";"43";"0";"0";"0";"0";"0";"3";"0";"4";"7";"10";"0";"29";"3";"42";"0";"0";"21";"4";"0";"0";"0";"0";"0";"0";"7";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"4";"7";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"56";"0";"0";"0";"0";"0";"4";"0";"4";"0";"0";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"6";"33";"19";"57";"0";"0";"0";"0";"0";"102";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310052] KANGAE";"53";"5310";"5310052";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"6";"1";"0";"0";"1";"1";"5";"6";"0";"0";"0";"0";"0";"8";"0";"8";"0";"0";"0";"0";"0";"13";"0";"2";"0";"1";"0";"12";"1";"9";"0";"1";"14";"6";"0";"0";"0";"0";"0";"2";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310062] KOTING";"53";"5310";"5310062";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"6";"9";"12";"18";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"3";"0";"3";"0";"0";"3";"12";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310063] NELLE";"53";"5310";"5310063";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310070] NITA";"53";"5310";"5310070";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"3";"1";"0";"14";"1";"248";"3";"34";"76";"124";"212";"0";"0";"0";"0";"0";"37";"0";"16";"1";"14";"0";"14";"3";"134";"0";"24";"3";"16";"0";"25";"77";"279";"9";"33";"72";"213";"187";"0";"0";"0";"0";"8";"4";"1";"0";"0";"4";"47";"1";"52";"0";"0";"0";"1";"0";"52";"0";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310071] MAGEPANDA";"53";"5310";"5310071";"0";"1";"0";"0";"1";"0";"31";"0";"0";"0";"0";"0";"0";"5";"0";"0";"55";"1";"2";"1";"3";"6";"22";"28";"0";"0";"0";"0";"0";"37";"0";"192";"0";"0";"0";"0";"0";"6";"0";"55";"1";"0";"0";"28";"12";"301";"1";"1";"116";"63";"1";"0";"0";"0";"0";"6";"12";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310080] ALOK";"53";"5310";"5310080";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"1";"0";"5";"5";"7";"13";"0";"0";"0";"0";"0";"1";"0";"6";"0";"0";"0";"0";"0";"1";"0";"2";"1";"0";"0";"4";"0";"5";"1";"0";"10";"9";"0";"0";"0";"0";"0";"0";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310081] ALOK BARAT";"53";"5310";"5310081";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"10";"0";"1";"135";"0";"1";"0";"3";"9";"4";"15";"0";"0";"0";"0";"0";"11";"0";"183";"1";"1";"0";"1";"0";"7";"0";"5";"2";"0";"0";"2";"3";"22";"0";"0";"15";"19";"0";"0";"0";"0";"0";"1";"5";"2";"0";"0";"0";"0";"0";"0";"0";"0";"97";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"1";"4";"4";"6";"0";"0";"0";"0";"0";"2";"0";"9";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"6";"3";"1";"0";"0";"0";"0";"0";"1";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310] SIKKA";"53";"5310";"5310999";"1";"1";"0";"0";"1";"1";"38";"1";"1";"0";"0";"0";"3";"37";"2";"1";"242";"3";"435";"6";"64";"131";"483";"632";"0";"0";"1";"1";"0";"180";"0";"564";"33";"16";"0";"16";"13";"912";"0";"114";"19";"28";"0";"153";"143";"951";"12";"45";"460";"480";"233";"0";"0";"0";"0";"20";"161";"30";"2";"1";"118";"141";"51";"290";"0";"0";"97";"7";"0";"279";"0";"29";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"2";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"1";"0";"3";"0";"0";"0";"3";"2";"0";"0";"0";"0";"0";"1";"0";"1";"3";"0";"0";"1";"0";"1";"0";"0";"0";"2"
