"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2136";"[5310030] BOLA";"53";"5310";"5310030";"5";"1";"3492996";"0";"1";"0";"44";"100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2136";"[5310032] MAPITARA";"53";"5310";"5310032";"5";"1";"3493311";"0";"13";"0";"230";"650"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2136";"[5310041] WAIGETE";"53";"5310";"5310041";"5";"1";"10479840";"8";"51";"0";"2105";"5670"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2136";"[5310042] WAIBLAMA";"53";"5310";"5310042";"5";"1";"3493276";"2";"2";"0";"32";"160"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2136";"[5310050] KEWAPANTE";"53";"5310";"5310050";"5";"1";"3493270";"0";"4";"0";"38";"150"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2136";"[5310063] NELLE";"53";"5310";"5310063";"5";"1";"3493340";"0";"5";"0";"94";"210"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2136";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"6986667";"0";"7";"0";"210";"740"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2136";"[5310080] ALOK";"53";"5310";"5310080";"5";"1";"6986403";"0";"2";"0";"128";"450"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2136";"[5310081] ALOK BARAT";"53";"5310";"5310081";"5";"1";"6986390";"0";"2";"1";"106";"320"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2136";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5";"1";"6986892";"0";"2";"0";"140";"465"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2136";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"55892385";"10";"89";"1";"3127";"8915"
