"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310010] PAGA";"53";"5310";"5310010";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310011] MEGO";"53";"5310";"5310011";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310012] TANA WAWO";"53";"5310";"5310012";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310020] LELA";"53";"5310";"5310020";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310030] BOLA";"53";"5310";"5310030";"46";"0";"0";"46";"46"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310031] DORENG";"53";"5310";"5310031";"411";"0";"0";"411";"411"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310032] MAPITARA";"53";"5310";"5310032";"98";"0";"0";"98";"98"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"0";"0";"5";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310041] WAIGETE";"53";"5310";"5310041";"132";"0";"0";"132";"132"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310050] KEWAPANTE";"53";"5310";"5310050";"3";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"56";"0";"0";"56";"56"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310052] KANGAE";"53";"5310";"5310052";"13";"0";"0";"13";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310062] KOTING";"53";"5310";"5310062";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310063] NELLE";"53";"5310";"5310063";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310070] NITA";"53";"5310";"5310070";"134";"0";"0";"134";"134"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310071] MAGEPANDA";"53";"5310";"5310071";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310080] ALOK";"53";"5310";"5310080";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310081] ALOK BARAT";"53";"5310";"5310081";"7";"0";"0";"7";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"11";"0";"0";"11";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310] SIKKA";"53";"5310";"5310999";"929";"0";"0";"929";"929"
