"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310010] PAGA";"53";"5310";"5310010";"78504005";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310011] MEGO";"53";"5310";"5310011";"67289202";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310012] TANA WAWO";"53";"5310";"5310012";"56074225";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310020] LELA";"53";"5310";"5310020";"50466717";"1";"0";"1";"0";"12";"25"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310030] BOLA";"53";"5310";"5310030";"44859236";"21";"14";"103";"4";"784";"3135"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310031] DORENG";"53";"5310";"5310031";"50466564";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310032] MAPITARA";"53";"5310";"5310032";"22408570";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310040] TALIBURA";"53";"5310";"5310040";"111937670";"34";"55";"230";"2";"1390";"10349"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310041] WAIGETE";"53";"5310";"5310041";"61565548";"50";"73";"416";"4";"13095.1";"15703"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310042] WAIBLAMA";"53";"5310";"5310042";"39178013";"2";"9";"11";"8";"131";"360"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310050] KEWAPANTE";"53";"5310";"5310050";"50371659";"30";"41";"231";"1";"889";"5928"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"39177901";"26";"102";"194";"0";"1041";"4992"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310052] KANGAE";"53";"5310";"5310052";"50371887";"39";"38";"216";"5";"753";"4970"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310061] PALUE";"53";"5310";"5310061";"44775604";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310062] KOTING";"53";"5310";"5310062";"39178601";"4";"5";"14";"0";"46";"325"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310063] NELLE";"53";"5310";"5310063";"27984685";"5";"5";"50";"2";"89";"900"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310070] NITA";"53";"5310";"5310070";"83953905";"16";"8";"134";"0";"681";"5875"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310071] MAGEPANDA";"53";"5310";"5310071";"44775324";"3";"0";"82";"0";"317";"1700"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310080] ALOK";"53";"5310";"5310080";"39178356";"9";"46";"75";"0";"1874";"10820"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310081] ALOK BARAT";"53";"5310";"5310081";"22387610";"5";"2";"45";"5";"180";"1825"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"61565101";"23";"48";"120";"21";"714.05";"5000"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2150";"[5310] SIKKA";"53";"5310";"5310999";"1086470383";"268";"446";"1922";"52";"21996.15";"71907"
