"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310010] PAGA";"53";"5310";"5310010";"7";"0";"0";"7";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310011] MEGO";"53";"5310";"5310011";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310012] TANA WAWO";"53";"5310";"5310012";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310020] LELA";"53";"5310";"5310020";"11";"0";"0";"11";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310030] BOLA";"53";"5310";"5310030";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310031] DORENG";"53";"5310";"5310031";"3";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310040] TALIBURA";"53";"5310";"5310040";"24";"0";"0";"24";"24"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310041] WAIGETE";"53";"5310";"5310041";"49";"0";"0";"49";"49"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310050] KEWAPANTE";"53";"5310";"5310050";"43";"0";"0";"43";"43"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310052] KANGAE";"53";"5310";"5310052";"8";"0";"0";"8";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310061] PALUE";"53";"5310";"5310061";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310062] KOTING";"53";"5310";"5310062";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310063] NELLE";"53";"5310";"5310063";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310070] NITA";"53";"5310";"5310070";"16";"0";"0";"16";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310071] MAGEPANDA";"53";"5310";"5310071";"192";"0";"0";"192";"192"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310080] ALOK";"53";"5310";"5310080";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310081] ALOK BARAT";"53";"5310";"5310081";"183";"0";"0";"183";"183"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"9";"0";"0";"9";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310] SIKKA";"53";"5310";"5310999";"564";"0";"0";"564";"564"
