"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310010] PAGA";"53";"5310";"5310010";"94669967";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310011] MEGO";"53";"5310";"5310011";"81145530";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310012] TANA WAWO";"53";"5310";"5310012";"67621165";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310020] LELA";"53";"5310";"5310020";"60860091";"2";"0";"3";"0";"45";"160"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310030] BOLA";"53";"5310";"5310030";"54097916";"3";"0";"9";"0";"102";"1970"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310031] DORENG";"53";"5310";"5310031";"60860079";"1";"0";"3";"0";"300";"300"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310032] MAPITARA";"53";"5310";"5310032";"27048898";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310040] TALIBURA";"53";"5310";"5310040";"135244250";"3";"0";"3";"0";"12";"95"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310041] WAIGETE";"53";"5310";"5310041";"74384167";"5";"0";"8";"0";"72";"940"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310042] WAIBLAMA";"53";"5310";"5310042";"47335316";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310050] KEWAPANTE";"53";"5310";"5310050";"60799570";"6";"4";"26";"0";"196";"2252"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"47251134";"6";"12";"19";"0";"225";"1745"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310052] KANGAE";"53";"5310";"5310052";"60751386";"1";"0";"2";"0";"5";"20"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310061] PALUE";"53";"5310";"5310061";"54001164";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310062] KOTING";"53";"5310";"5310062";"47250966";"6";"3";"9";"0";"289.67";"380"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310063] NELLE";"53";"5310";"5310063";"33750660";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310070] NITA";"53";"5310";"5310070";"101251830";"9";"57";"16";"0";"325";"2630"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310071] MAGEPANDA";"53";"5310";"5310071";"54000884";"2";"0";"2";"0";"10";"105"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310080] ALOK";"53";"5310";"5310080";"47250862";"4";"1";"7";"0";"109";"250"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310081] ALOK BARAT";"53";"5310";"5310081";"27000954";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"74252541";"2";"10";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2519";"[5310] SIKKA";"53";"5310";"5310999";"1310829330";"50";"87";"107";"0";"1690.67";"10847"
