"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310010] PAGA";"53";"5310";"5310010";"507";"0";"0";"507";"507"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310011] MEGO";"53";"5310";"5310011";"406";"0";"0";"406";"406"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310012] TANA WAWO";"53";"5310";"5310012";"134";"0";"0";"134";"134"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310020] LELA";"53";"5310";"5310020";"968";"0";"0";"968";"968"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310030] BOLA";"53";"5310";"5310030";"850";"0";"1";"851";"851"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310031] DORENG";"53";"5310";"5310031";"224";"0";"0";"224";"224"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310032] MAPITARA";"53";"5310";"5310032";"190";"0";"0";"190";"190"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310040] TALIBURA";"53";"5310";"5310040";"795";"0";"0";"795";"795"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310041] WAIGETE";"53";"5310";"5310041";"615";"2";"0";"617";"617"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310042] WAIBLAMA";"53";"5310";"5310042";"15";"0";"0";"15";"15"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310050] KEWAPANTE";"53";"5310";"5310050";"613";"0";"0";"613";"613"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"95";"0";"0";"95";"95"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310052] KANGAE";"53";"5310";"5310052";"1299";"0";"0";"1299";"1299"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310061] PALUE";"53";"5310";"5310061";"1288";"0";"0";"1288";"1288"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310062] KOTING";"53";"5310";"5310062";"637";"0";"0";"637";"637"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310063] NELLE";"53";"5310";"5310063";"608";"0";"0";"608";"608"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310070] NITA";"53";"5310";"5310070";"1501";"0";"0";"1501";"1501"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310071] MAGEPANDA";"53";"5310";"5310071";"66";"0";"0";"66";"66"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310080] ALOK";"53";"5310";"5310080";"395";"0";"0";"395";"395"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310081] ALOK BARAT";"53";"5310";"5310081";"146";"0";"0";"146";"146"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"751";"0";"0";"751";"751"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1205";"[5310] SIKKA";"53";"5310";"5310999";"12103";"2";"1";"12106";"12106"
