"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310010] PAGA";"53";"5310";"5310010";"47174855";"2";"3";"0";"0";"5";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310011] MEGO";"53";"5310";"5310011";"40436046";"0";"5";"0";"0";"5";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310012] TANA WAWO";"53";"5310";"5310012";"33696595";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310020] LELA";"53";"5310";"5310020";"30326850";"1";"12";"0";"0";"13";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310030] BOLA";"53";"5310";"5310030";"26957132";"1";"16";"0";"0";"17";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310031] DORENG";"53";"5310";"5310031";"30326697";"0";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310032] MAPITARA";"53";"5310";"5310032";"13478506";"1";"1";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310040] TALIBURA";"53";"5310";"5310040";"67389910";"35";"95";"2";"21";"153";"153"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310041] WAIGETE";"53";"5310";"5310041";"37064280";"42";"104";"10";"10";"166";"166"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310042] WAIBLAMA";"53";"5310";"5310042";"23586297";"3";"10";"2";"0";"15";"15"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310050] KEWAPANTE";"53";"5310";"5310050";"30325167";"33";"51";"1";"3";"88";"88"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"23586185";"0";"8";"0";"0";"8";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310052] KANGAE";"53";"5310";"5310052";"30325499";"18";"39";"4";"0";"61";"61"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310061] PALUE";"53";"5310";"5310061";"26956460";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310062] KOTING";"53";"5310";"5310062";"23586850";"2";"50";"0";"0";"52";"52"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310063] NELLE";"53";"5310";"5310063";"16847720";"1";"40";"0";"0";"41";"41"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310070] NITA";"53";"5310";"5310070";"50543010";"1";"54";"0";"0";"55";"55"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310071] MAGEPANDA";"53";"5310";"5310071";"26956180";"131";"72";"17";"11";"231";"231"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310080] ALOK";"53";"5310";"5310080";"23586605";"105";"21";"1";"8";"135";"135"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310081] ALOK BARAT";"53";"5310";"5310081";"13478038";"101";"18";"5";"2";"126";"127"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"37110494";"68";"82";"3";"2";"155";"155"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310] SIKKA";"53";"5310";"5310999";"653739376";"545";"687";"45";"57";"1334";"1335"
