"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310010] PAGA";"53";"5310";"5310010";"35631855";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310011] MEGO";"53";"5310";"5310011";"30541434";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310012] TANA WAWO";"53";"5310";"5310012";"25451085";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310020] LELA";"53";"5310";"5310020";"22906843";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310030] BOLA";"53";"5310";"5310030";"20361676";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310031] DORENG";"53";"5310";"5310031";"22906809";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310032] MAPITARA";"53";"5310";"5310032";"10180778";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310040] TALIBURA";"53";"5310";"5310040";"50903650";"1";"2";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310041] WAIGETE";"53";"5310";"5310041";"27996837";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310042] WAIBLAMA";"53";"5310";"5310042";"17825262";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310050] KEWAPANTE";"53";"5310";"5310050";"22918122";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"17825150";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310052] KANGAE";"53";"5310";"5310052";"22917978";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310061] PALUE";"53";"5310";"5310061";"20371468";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310062] KOTING";"53";"5310";"5310062";"17824982";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310063] NELLE";"53";"5310";"5310063";"12732100";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310070] NITA";"53";"5310";"5310070";"38197102";"1";"0";"2";"0";"4";"230"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310071] MAGEPANDA";"53";"5310";"5310071";"20372140";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310080] ALOK";"53";"5310";"5310080";"17825570";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310081] ALOK BARAT";"53";"5310";"5310081";"10186018";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"28011467";"1";"1";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310] SIKKA";"53";"5310";"5310999";"493888326";"3";"3";"2";"0";"4";"230"
