"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310010] PAGA";"53";"5310";"5310010";"106377845";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310011] MEGO";"53";"5310";"5310011";"91180854";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310012] TANA WAWO";"53";"5310";"5310012";"75983935";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310020] LELA";"53";"5310";"5310020";"68385456";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310030] BOLA";"53";"5310";"5310030";"60787004";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310031] DORENG";"53";"5310";"5310031";"68385303";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310032] MAPITARA";"53";"5310";"5310032";"30393442";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310040] TALIBURA";"53";"5310";"5310040";"151964573";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310041] WAIGETE";"53";"5310";"5310041";"83580112";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310042] WAIBLAMA";"53";"5310";"5310042";"53187281";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310050] KEWAPANTE";"53";"5310";"5310050";"68383575";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"53187169";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310052] KANGAE";"53";"5310";"5310052";"68383431";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310061] PALUE";"53";"5310";"5310061";"60785204";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310062] KOTING";"53";"5310";"5310062";"53187706";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310063] NELLE";"53";"5310";"5310063";"37991390";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310070] NITA";"53";"5310";"5310070";"113974020";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310071] MAGEPANDA";"53";"5310";"5310071";"60786052";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310080] ALOK";"53";"5310";"5310080";"53187743";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310081] ALOK BARAT";"53";"5310";"5310081";"30392974";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"83580596";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2710";"[5310] SIKKA";"53";"5310";"5310999";"1474065665";"0";"0";"0";"0";"0";"0"
