"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310010] PAGA";"53";"5310";"5310010";"3353063";"458";"0";"0";"458";"458";"0";"458"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310011] MEGO";"53";"5310";"5310011";"2873898";"542";"0";"0";"542";"542";"0";"542"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310012] TANA WAWO";"53";"5310";"5310012";"2394805";"215";"0";"0";"215";"215";"0";"215"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310020] LELA";"53";"5310";"5310020";"2155239";"560";"0";"0";"560";"560";"0";"560"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310030] BOLA";"53";"5310";"5310030";"1915700";"741";"0";"0";"741";"741";"0";"741"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310031] DORENG";"53";"5310";"5310031";"2155377";"406";"0";"0";"406";"406";"0";"406"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310032] MAPITARA";"53";"5310";"5310032";"958382";"31";"0";"0";"31";"31";"0";"31"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310040] TALIBURA";"53";"5310";"5310040";"4791670";"1280";"0";"0";"1280";"1280";"0";"1280"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310041] WAIGETE";"53";"5310";"5310041";"2635248";"1200";"1";"0";"1201";"1200";"1";"1201"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1676913";"255";"1";"0";"256";"255";"1";"256"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310050] KEWAPANTE";"53";"5310";"5310050";"2155959";"832";"0";"0";"832";"832";"0";"832"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1676717";"825";"0";"0";"825";"825";"0";"825"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310052] KANGAE";"53";"5310";"5310052";"2155824";"798";"0";"0";"798";"798";"0";"798"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310061] PALUE";"53";"5310";"5310061";"1916072";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310062] KOTING";"53";"5310";"5310062";"1675604";"522";"0";"0";"522";"522";"0";"522"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310063] NELLE";"53";"5310";"5310063";"1196830";"509";"0";"0";"509";"509";"0";"509"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310070] NITA";"53";"5310";"5310070";"3590340";"1298";"0";"0";"1298";"1298";"0";"1298"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310071] MAGEPANDA";"53";"5310";"5310071";"1914756";"278";"0";"0";"278";"278";"0";"278"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310080] ALOK";"53";"5310";"5310080";"1675359";"268";"0";"0";"268";"268";"0";"268"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310081] ALOK BARAT";"53";"5310";"5310081";"957326";"91";"0";"0";"91";"91";"0";"91"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"2632564";"345";"0";"0";"345";"345";"0";"345"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310] SIKKA";"53";"5310";"5310999";"46457646";"11454";"2";"0";"11456";"11454";"2";"11456"
