tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_utp_seluruhnya_dijual;n_utp_sebagian_besar_dijual;n_utp_sebagian_besar_dikonsumsi_sendiri;n_utp_seluruhnya_dikonsumsi_sendiri;n_utp_belum_dijual
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2612;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2612;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2612;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2612;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2612;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2612;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3201;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3202;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3203;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3204;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3205;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3206;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_30_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3207;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
