tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_rtup_usaha_selain_ternak_besar_produksi_daging;n_rtup_usaha_selain_ternak_besar_produksi_susu_segar;n_rtup_usaha_selain_ternak_besar_produksi_telur_konsumsi;n_rtup_usaha_selain_ternak_besar_produksi_telur_tetas;n_rtup_usaha_selain_ternak_besar_produksi_semen_ternak;n_rtup_usaha_selain_ternak_besar_produksi_embrio;n_rtup_usaha_selain_ternak_besar_produksi_madu;n_rtup_usaha_selain_ternak_besar_produksi_liur_atau_sarang;n_rtup_usaha_selain_ternak_besar_produksi_bulu;n_rtup_usaha_selain_ternak_besar_produksi_kepompong;n_rtup_usaha_selain_ternak_besar_produksi_kulit;n_rtup_usaha_selain_ternak_besar_produksi_lilin_malam;jumlah;n_rtup_usaha_selain_ternak_besar
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310010] PAGA;53;5310;5310010;931;0;58;4;0;0;0;0;0;0;0;0;993;939
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310011] MEGO;53;5310;5310011;1119;0;14;14;0;0;0;0;0;0;0;0;1147;1127
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310012] TANA WAWO;53;5310;5310012;776;0;11;0;0;0;0;0;0;0;0;0;787;777
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310020] LELA;53;5310;5310020;971;0;36;1;0;0;0;0;0;0;0;0;1008;972
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310030] BOLA;53;5310;5310030;998;0;116;1;0;0;0;0;0;0;0;0;1115;1002
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310031] DORENG;53;5310;5310031;1341;0;23;1;0;0;0;0;0;0;0;0;1365;1346
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310032] MAPITARA;53;5310;5310032;347;0;33;0;0;0;0;0;0;0;0;0;380;349
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310040] TALIBURA;53;5310;5310040;1840;0;31;3;0;0;0;0;0;0;0;0;1874;1841
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310041] WAIGETE;53;5310;5310041;2463;0;389;53;0;0;0;0;0;0;0;0;2905;2466
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310042] WAIBLAMA;53;5310;5310042;392;0;38;1;0;0;0;0;0;0;0;0;431;393
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310050] KEWAPANTE;53;5310;5310050;1036;0;9;6;0;0;0;0;0;0;0;0;1051;1042
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310051] HEWOKLOANG;53;5310;5310051;1197;0;31;37;0;0;0;0;0;0;0;0;1265;1198
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310052] KANGAE;53;5310;5310052;2197;0;78;34;0;0;0;0;0;0;0;0;2309;2207
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310061] PALUE;53;5310;5310061;275;0;0;0;0;0;0;0;0;0;0;0;275;275
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310062] KOTING;53;5310;5310062;582;0;33;0;0;0;0;0;0;0;0;0;615;588
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310063] NELLE;53;5310;5310063;645;0;1;0;0;0;0;0;0;0;0;0;646;645
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310070] NITA;53;5310;5310070;1548;0;287;3;0;0;0;0;0;0;0;0;1838;1629
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310071] MAGEPANDA;53;5310;5310071;954;0;139;10;0;0;0;0;0;0;0;0;1103;958
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310080] ALOK;53;5310;5310080;699;0;10;0;0;0;0;0;0;0;0;0;709;703
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310081] ALOK BARAT;53;5310;5310081;718;0;135;11;0;0;0;0;0;0;0;0;864;728
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310082] ALOK TIMUR;53;5310;5310082;1133;0;2;0;0;0;0;0;0;0;0;0;1135;1134
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310] SIKKA;53;5310;5310999;22162;0;1474;179;0;0;0;0;0;0;0;0;23815;22319
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310010] PAGA;53;5310;5310010;2;0;0;0;0;0;0;0;0;0;0;0;2;2
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310011] MEGO;53;5310;5310011;3;0;0;0;0;0;0;0;0;0;0;0;3;3
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310020] LELA;53;5310;5310020;3;0;0;0;0;0;0;0;0;0;0;0;3;3
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310030] BOLA;53;5310;5310030;1;0;0;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310031] DORENG;53;5310;5310031;1;0;0;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310040] TALIBURA;53;5310;5310040;2;0;0;0;0;0;0;0;0;0;0;0;2;2
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310041] WAIGETE;53;5310;5310041;4;0;0;0;0;0;0;0;0;0;0;0;4;4
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310052] KANGAE;53;5310;5310052;6;0;0;0;0;0;0;0;0;0;0;0;6;6
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310062] KOTING;53;5310;5310062;3;0;0;0;0;0;0;0;0;0;0;0;3;3
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310063] NELLE;53;5310;5310063;3;0;0;0;0;0;0;0;0;0;0;0;3;3
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310070] NITA;53;5310;5310070;24;0;0;0;0;0;0;0;0;0;0;0;24;24
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310071] MAGEPANDA;53;5310;5310071;3;0;0;0;0;0;0;0;0;0;0;0;3;3
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310080] ALOK;53;5310;5310080;6;0;0;0;0;0;0;0;0;0;0;0;6;6
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310081] ALOK BARAT;53;5310;5310081;12;0;0;0;0;0;0;0;0;0;0;0;12;12
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310082] ALOK TIMUR;53;5310;5310082;9;0;0;0;0;0;0;0;0;0;0;0;9;9
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310] SIKKA;53;5310;5310999;82;0;0;0;0;0;0;0;0;0;0;0;82;82
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310020] LELA;53;5310;5310020;0;0;1;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310040] TALIBURA;53;5310;5310040;0;0;1;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310041] WAIGETE;53;5310;5310041;1;0;1;0;0;0;0;0;0;0;0;0;2;2
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310050] KEWAPANTE;53;5310;5310050;1;0;0;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310052] KANGAE;53;5310;5310052;0;0;1;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310062] KOTING;53;5310;5310062;0;0;2;0;0;0;0;0;0;0;0;0;2;2
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310063] NELLE;53;5310;5310063;0;0;2;0;0;0;0;0;0;0;0;0;2;2
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310071] MAGEPANDA;53;5310;5310071;0;0;1;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310081] ALOK BARAT;53;5310;5310081;0;0;1;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310] SIKKA;53;5310;5310999;2;0;10;0;0;0;0;0;0;0;0;0;12;12
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310010] PAGA;53;5310;5310010;91;0;0;1;0;0;0;0;0;0;0;0;92;91
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310011] MEGO;53;5310;5310011;45;0;1;0;0;0;0;0;0;0;0;0;46;45
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310012] TANA WAWO;53;5310;5310012;23;0;1;0;0;0;0;0;0;0;0;0;24;23
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310020] LELA;53;5310;5310020;22;0;0;0;0;0;0;0;0;0;0;0;22;22
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310030] BOLA;53;5310;5310030;13;0;2;0;0;0;0;0;0;0;0;0;15;13
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310031] DORENG;53;5310;5310031;6;0;0;0;0;0;0;0;0;0;0;0;6;6
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310040] TALIBURA;53;5310;5310040;43;0;8;0;0;0;0;0;0;0;0;0;51;43
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310041] WAIGETE;53;5310;5310041;42;0;0;1;0;0;0;0;0;0;0;0;43;42
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310050] KEWAPANTE;53;5310;5310050;29;0;0;0;0;0;0;0;0;0;0;0;29;29
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310051] HEWOKLOANG;53;5310;5310051;9;0;0;0;0;0;0;0;0;0;0;0;9;9
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310052] KANGAE;53;5310;5310052;61;0;3;2;0;0;0;0;0;0;0;0;66;62
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310061] PALUE;53;5310;5310061;2;0;0;0;0;0;0;0;0;0;0;0;2;2
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310062] KOTING;53;5310;5310062;13;0;0;0;0;0;0;0;0;0;0;0;13;13
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310063] NELLE;53;5310;5310063;20;0;0;1;0;0;0;0;0;0;0;0;21;20
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310070] NITA;53;5310;5310070;32;0;2;0;0;0;0;0;0;0;0;0;34;32
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310071] MAGEPANDA;53;5310;5310071;86;0;9;0;0;0;0;0;0;0;0;0;95;86
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310080] ALOK;53;5310;5310080;100;0;0;0;0;0;0;0;0;0;0;0;100;100
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310081] ALOK BARAT;53;5310;5310081;52;0;7;0;0;0;0;0;0;0;0;0;59;52
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310082] ALOK TIMUR;53;5310;5310082;78;0;0;0;0;0;0;0;0;0;0;0;78;78
BAB_6_tabel_6_19_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310] SIKKA;53;5310;5310999;767;0;33;5;0;0;0;0;0;0;0;0;805;768
