tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;ID;n_utp_tunggal;n_utp_campuran;n_utp_tumpang_sari;n_utp_asosiasi_antar_semusim;n_utp_jumlah;n_utp
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2113;[5310080] ALOK;53;5310;5310080;17333092;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2113;[5310081] ALOK BARAT;53;5310;5310081;9904602;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2113;[5310082] ALOK TIMUR;53;5310;5310082;27237573;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2113;[5310] SIKKA;53;5310;5310999;480376522;0;34;0;0;34;34
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310010] PAGA;53;5310;5310010;35059759;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310011] MEGO;53;5310;5310011;30049757;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310012] TANA WAWO;53;5310;5310012;25041255;0;2;0;0;2;2
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310020] LELA;53;5310;5310020;22537044;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310030] BOLA;53;5310;5310030;20032860;0;15;0;0;15;15
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310031] DORENG;53;5310;5310031;22536891;0;133;0;0;133;133
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310032] MAPITARA;53;5310;5310032;10016370;1;14;0;0;15;15
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310040] TALIBURA;53;5310;5310040;50083038;1;3;0;0;4;4
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310041] WAIGETE;53;5310;5310041;27546024;0;1;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310042] WAIBLAMA;53;5310;5310042;17529225;0;0;1;1;2;2
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310050] KEWAPANTE;53;5310;5310050;22537503;0;21;0;0;21;21
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310051] HEWOKLOANG;53;5310;5310051;17529113;4;86;0;0;90;91
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310052] KANGAE;53;5310;5310052;22537359;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310061] PALUE;53;5310;5310061;20031358;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310062] KOTING;53;5310;5310062;17524787;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310063] NELLE;53;5310;5310063;12517675;0;1;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310070] NITA;53;5310;5310070;37552875;0;12;0;0;12;13
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310071] MAGEPANDA;53;5310;5310071;20028108;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310080] ALOK;53;5310;5310080;17524542;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310081] ALOK BARAT;53;5310;5310081;10014002;0;1;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310082] ALOK TIMUR;53;5310;5310082;27538542;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2114;[5310] SIKKA;53;5310;5310999;485768087;6;289;1;1;297;299
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310010] PAGA;53;5310;5310010;39416335;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310011] MEGO;53;5310;5310011;33785274;0;2;0;0;2;2
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310012] TANA WAWO;53;5310;5310012;28154285;0;1;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310020] LELA;53;5310;5310020;25345306;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310030] BOLA;53;5310;5310030;22533740;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310031] DORENG;53;5310;5310031;25350381;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310032] MAPITARA;53;5310;5310032;11266810;0;0;0;1;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310040] TALIBURA;53;5310;5310040;56333810;0;2;0;1;3;3
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310041] WAIGETE;53;5310;5310041;30983425;0;3;1;0;4;4
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310042] WAIBLAMA;53;5310;5310042;19717257;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310050] KEWAPANTE;53;5310;5310050;25350993;0;1;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310051] HEWOKLOANG;53;5310;5310051;19717383;0;2;0;0;2;2
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310052] KANGAE;53;5310;5310052;25350849;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310061] PALUE;53;5310;5310061;22534020;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310062] KOTING;53;5310;5310062;19717215;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310063] NELLE;53;5310;5310063;14083695;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310070] NITA;53;5310;5310070;42250340;0;8;0;0;8;8
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310071] MAGEPANDA;53;5310;5310071;22532788;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310080] ALOK;53;5310;5310080;19716137;1;0;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310081] ALOK BARAT;53;5310;5310081;11266342;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310082] ALOK TIMUR;53;5310;5310082;30982358;0;1;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2115;[5310] SIKKA;53;5310;5310999;546388743;1;20;1;2;24;24
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310010] PAGA;53;5310;5310010;38256645;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310011] MEGO;53;5310;5310011;32791866;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310012] TANA WAWO;53;5310;5310012;27326445;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310020] LELA;53;5310;5310020;24593715;1;0;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310030] BOLA;53;5310;5310030;21861012;1;0;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310031] DORENG;53;5310;5310031;24593562;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310032] MAPITARA;53;5310;5310032;10930446;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310040] TALIBURA;53;5310;5310040;54649630;7;7;0;3;17;17
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310041] WAIGETE;53;5310;5310041;30057126;0;6;0;0;6;6
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310042] WAIBLAMA;53;5310;5310042;19127199;0;1;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310050] KEWAPANTE;53;5310;5310050;24592041;2;4;0;0;6;6
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310051] HEWOKLOANG;53;5310;5310051;19127087;0;4;0;0;4;4
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310052] KANGAE;53;5310;5310052;24592369;1;4;1;0;6;6
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310061] PALUE;53;5310;5310061;21860340;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310062] KOTING;53;5310;5310062;19127745;0;4;0;0;4;4
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310063] NELLE;53;5310;5310063;13662645;0;1;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310070] NITA;53;5310;5310070;40987785;0;4;0;0;4;4
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310071] MAGEPANDA;53;5310;5310071;21860060;1;1;0;1;3;3
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310080] ALOK;53;5310;5310080;19127500;7;1;0;0;8;8
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310081] ALOK BARAT;53;5310;5310081;10929978;2;1;0;0;3;3
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310082] ALOK TIMUR;53;5310;5310082;30060917;1;3;0;0;4;4
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2116;[5310] SIKKA;53;5310;5310999;530116113;23;41;1;4;69;69
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310010] PAGA;53;5310;5310010;38327583;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310011] MEGO;53;5310;5310011;32852058;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310012] TANA WAWO;53;5310;5310012;27377195;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310020] LELA;53;5310;5310020;24639921;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310030] BOLA;53;5310;5310030;21902084;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310031] DORENG;53;5310;5310031;24639768;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310032] MAPITARA;53;5310;5310032;10950982;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310040] TALIBURA;53;5310;5310040;54754670;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310041] WAIGETE;53;5310;5310041;30117390;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310042] WAIBLAMA;53;5310;5310042;19166455;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310050] KEWAPANTE;53;5310;5310050;24642513;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310051] HEWOKLOANG;53;5310;5310051;19166343;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310052] KANGAE;53;5310;5310052;24642369;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310061] PALUE;53;5310;5310061;21904260;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310062] KOTING;53;5310;5310062;19166175;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310063] NELLE;53;5310;5310063;13690095;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310070] NITA;53;5310;5310070;41071920;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310071] MAGEPANDA;53;5310;5310071;21904932;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310080] ALOK;53;5310;5310080;19166763;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310081] ALOK BARAT;53;5310;5310081;10952414;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310082] ALOK TIMUR;53;5310;5310082;30119056;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2117;[5310] SIKKA;53;5310;5310999;531154946;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310010] PAGA;53;5310;5310010;30342333;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310011] MEGO;53;5310;5310011;26007558;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310012] TANA WAWO;53;5310;5310012;21672855;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310020] LELA;53;5310;5310020;19505484;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310030] BOLA;53;5310;5310030;17338140;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310031] DORENG;53;5310;5310031;19506283;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310032] MAPITARA;53;5310;5310032;8669486;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310040] TALIBURA;53;5310;5310040;43347190;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310041] WAIGETE;53;5310;5310041;23840784;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310042] WAIBLAMA;53;5310;5310042;15171345;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310050] KEWAPANTE;53;5310;5310050;19505943;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310051] HEWOKLOANG;53;5310;5310051;15170519;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310052] KANGAE;53;5310;5310052;19504728;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310061] PALUE;53;5310;5310061;17337468;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310062] KOTING;53;5310;5310062;15170232;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310063] NELLE;53;5310;5310063;10835850;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310070] NITA;53;5310;5310070;32507400;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310071] MAGEPANDA;53;5310;5310071;17337188;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310080] ALOK;53;5310;5310080;15170701;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310081] ALOK BARAT;53;5310;5310081;8669018;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310082] ALOK TIMUR;53;5310;5310082;23839717;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2118;[5310] SIKKA;53;5310;5310999;420450222;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310010] PAGA;53;5310;5310010;27914271;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310011] MEGO;53;5310;5310011;23925767;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310012] TANA WAWO;53;5310;5310012;19937335;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310020] LELA;53;5310;5310020;17943516;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310030] BOLA;53;5310;5310030;15949724;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310031] DORENG;53;5310;5310031;17943363;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310032] MAPITARA;53;5310;5310032;7974802;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310040] TALIBURA;53;5310;5310040;39874484;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310041] WAIGETE;53;5310;5310041;21931712;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310042] WAIBLAMA;53;5310;5310042;13956481;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310050] KEWAPANTE;53;5310;5310050;17943975;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310051] HEWOKLOANG;53;5310;5310051;13956369;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310052] KANGAE;53;5310;5310052;17943831;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310061] PALUE;53;5310;5310061;15950004;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310062] KOTING;53;5310;5310062;13953821;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310063] NELLE;53;5310;5310063;9965710;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310070] NITA;53;5310;5310070;29896980;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310071] MAGEPANDA;53;5310;5310071;15944964;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310080] ALOK;53;5310;5310080;13951791;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310081] ALOK BARAT;53;5310;5310081;7972430;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310082] ALOK TIMUR;53;5310;5310082;21924100;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2119;[5310] SIKKA;53;5310;5310999;386755430;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310010] PAGA;53;5310;5310010;28438543;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310011] MEGO;53;5310;5310011;24375738;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310012] TANA WAWO;53;5310;5310012;20313005;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310020] LELA;53;5310;5310020;18281619;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310030] BOLA;53;5310;5310030;16291132;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310031] DORENG;53;5310;5310031;18327447;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310032] MAPITARA;53;5310;5310032;8145506;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310040] TALIBURA;53;5310;5310040;40727290;0;1;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310041] WAIGETE;53;5310;5310041;22399839;0;3;0;0;3;3
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310042] WAIBLAMA;53;5310;5310042;14254380;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310050] KEWAPANTE;53;5310;5310050;18328059;0;1;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310051] HEWOKLOANG;53;5310;5310051;14255101;0;3;0;0;3;3
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310052] KANGAE;53;5310;5310052;18327915;1;0;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310061] PALUE;53;5310;5310061;16291412;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310062] KOTING;53;5310;5310062;14254933;0;1;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310063] NELLE;53;5310;5310063;10182065;0;2;0;0;2;2
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310070] NITA;53;5310;5310070;30546045;0;1;0;0;1;1
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310071] MAGEPANDA;53;5310;5310071;16290188;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310080] ALOK;53;5310;5310080;14253862;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310081] ALOK BARAT;53;5310;5310081;8145042;0;1;2;0;3;3
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310082] ALOK TIMUR;53;5310;5310082;22398783;0;0;0;0;0;0
BAB_4_tabel_4_55_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310] SIKKA;53;5310;5310999;394827904;1;13;2;0;16;16
