"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310010] PAGA";"53";"5310";"5310010";"14878311";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310011] MEGO";"53";"5310";"5310011";"12754172";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310012] TANA WAWO";"53";"5310";"5310012";"10628615";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310020] LELA";"53";"5310";"5310020";"9565668";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310030] BOLA";"53";"5310";"5310030";"8502748";"44";"0";"0";"44";"44";"0";"44"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310031] DORENG";"53";"5310";"5310031";"9565515";"4";"0";"0";"4";"4";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310032] MAPITARA";"53";"5310";"5310032";"4251314";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310040] TALIBURA";"53";"5310";"5310040";"21256330";"417";"0";"0";"417";"417";"0";"417"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310041] WAIGETE";"53";"5310";"5310041";"11689923";"73";"0";"0";"73";"73";"0";"73"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310042] WAIBLAMA";"53";"5310";"5310042";"7438508";"22";"0";"0";"22";"22";"0";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310050] KEWAPANTE";"53";"5310";"5310050";"9563724";"25";"0";"0";"25";"25";"0";"25"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"7438396";"87";"0";"0";"87";"87";"0";"87"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310052] KANGAE";"53";"5310";"5310052";"9563580";"9";"0";"0";"9";"9";"0";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310061] PALUE";"53";"5310";"5310061";"8500892";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310062] KOTING";"53";"5310";"5310062";"7438228";"17";"0";"0";"17";"17";"0";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310063] NELLE";"53";"5310";"5310063";"5312990";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310070] NITA";"53";"5310";"5310070";"15938820";"34";"0";"0";"34";"34";"0";"34"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310071] MAGEPANDA";"53";"5310";"5310071";"8501648";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310080] ALOK";"53";"5310";"5310080";"7439015";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310081] ALOK BARAT";"53";"5310";"5310081";"4250842";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"11689733";"12";"0";"0";"12";"12";"0";"12"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310] SIKKA";"53";"5310";"5310999";"206168972";"750";"0";"0";"750";"750";"0";"750"
