"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310010] PAGA";"53";"5310";"5310010";"1227821";"105";"343";"4";"3";"455";"455"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310011] MEGO";"53";"5310";"5310011";"1052262";"11";"527";"2";"1";"541";"541"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310012] TANA WAWO";"53";"5310";"5310012";"876775";"8";"206";"0";"1";"215";"215"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310020] LELA";"53";"5310";"5310020";"789012";"20";"532";"0";"4";"556";"556"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310030] BOLA";"53";"5310";"5310030";"701276";"12";"719";"0";"6";"737";"737"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310031] DORENG";"53";"5310";"5310031";"791393";"3";"398";"0";"0";"401";"401"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310032] MAPITARA";"53";"5310";"5310032";"352026";"0";"31";"0";"0";"31";"31"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310040] TALIBURA";"53";"5310";"5310040";"1759890";"99";"750";"28";"365";"1242";"1229"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310041] WAIGETE";"53";"5310";"5310041";"967769";"57";"874";"134";"105";"1170";"1161"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310042] WAIBLAMA";"53";"5310";"5310042";"615790";"5";"112";"26";"115";"258";"256"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310050] KEWAPANTE";"53";"5310";"5310050";"791658";"97";"694";"18";"23";"832";"830"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"616348";"16";"770";"1";"2";"789";"787"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310052] KANGAE";"53";"5310";"5310052";"792612";"112";"630";"40";"12";"794";"791"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310061] PALUE";"53";"5310";"5310061";"704476";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310062] KOTING";"53";"5310";"5310062";"616364";"17";"499";"0";"2";"518";"518"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310063] NELLE";"53";"5310";"5310063";"440230";"24";"482";"2";"1";"509";"509"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310070] NITA";"53";"5310";"5310070";"1320540";"34";"1237";"1";"8";"1280";"1278"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310071] MAGEPANDA";"53";"5310";"5310071";"704196";"117";"96";"34";"32";"279";"278"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310080] ALOK";"53";"5310";"5310080";"615756";"114";"109";"7";"39";"269";"267"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310081] ALOK BARAT";"53";"5310";"5310081";"351562";"56";"27";"7";"1";"91";"91"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"966713";"53";"267";"6";"17";"343";"343"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310] SIKKA";"53";"5310";"5310999";"17054469";"960";"9303";"310";"737";"11310";"11274"
