tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_ruta_panen_sendiri;n_ruta_ijon;n_ruta_tebas;n_ruta_tdk_panen;n_ruta_blm_panen
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310052] KANGAE;53;5310;5310052;267;0;0;56;21
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310061] PALUE;53;5310;5310061;291;0;0;1;27
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310062] KOTING;53;5310;5310062;575;0;0;27;18
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310063] NELLE;53;5310;5310063;113;0;0;0;8
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310070] NITA;53;5310;5310070;2050;1;0;68;43
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310071] MAGEPANDA;53;5310;5310071;69;0;0;4;2
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310080] ALOK;53;5310;5310080;37;0;0;2;2
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310081] ALOK BARAT;53;5310;5310081;35;0;0;1;2
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310082] ALOK TIMUR;53;5310;5310082;67;0;0;3;7
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310] SIKKA;53;5310;5310999;13594;8;1;511;725
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310020] LELA;53;5310;5310020;1;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310050] KEWAPANTE;53;5310;5310050;1;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310052] KANGAE;53;5310;5310052;1;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310] SIKKA;53;5310;5310999;3;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310011] MEGO;53;5310;5310011;1;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310012] TANA WAWO;53;5310;5310012;2;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310031] DORENG;53;5310;5310031;0;0;0;0;1
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310042] WAIBLAMA;53;5310;5310042;1;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310050] KEWAPANTE;53;5310;5310050;1;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310051] HEWOKLOANG;53;5310;5310051;1;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310070] NITA;53;5310;5310070;2;0;0;0;1
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310080] ALOK;53;5310;5310080;1;0;0;1;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310] SIKKA;53;5310;5310999;9;0;0;1;2
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310010] PAGA;53;5310;5310010;930;1;0;35;53
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310011] MEGO;53;5310;5310011;557;0;0;9;45
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310012] TANA WAWO;53;5310;5310012;7;0;0;0;4
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310020] LELA;53;5310;5310020;1532;0;0;1;12
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310030] BOLA;53;5310;5310030;1663;0;0;33;35
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310031] DORENG;53;5310;5310031;1459;9;0;8;45
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310032] MAPITARA;53;5310;5310032;678;0;0;2;48
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310040] TALIBURA;53;5310;5310040;1597;56;1;26;230
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310041] WAIGETE;53;5310;5310041;1103;24;9;1;79
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310042] WAIBLAMA;53;5310;5310042;618;0;0;2;138
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310050] KEWAPANTE;53;5310;5310050;725;0;3;4;61
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310051] HEWOKLOANG;53;5310;5310051;1240;0;0;29;31
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310052] KANGAE;53;5310;5310052;923;0;0;21;60
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310061] PALUE;53;5310;5310061;865;0;0;0;8
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310062] KOTING;53;5310;5310062;1015;2;0;14;15
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310063] NELLE;53;5310;5310063;572;0;2;0;12
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310070] NITA;53;5310;5310070;2059;0;4;10;54
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310071] MAGEPANDA;53;5310;5310071;280;1;38;1;44
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310080] ALOK;53;5310;5310080;155;0;3;0;8
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310081] ALOK BARAT;53;5310;5310081;64;0;4;0;2
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310082] ALOK TIMUR;53;5310;5310082;268;0;0;0;18
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310] SIKKA;53;5310;5310999;18310;93;64;196;1002
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310011] MEGO;53;5310;5310011;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310030] BOLA;53;5310;5310030;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310062] KOTING;53;5310;5310062;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310063] NELLE;53;5310;5310063;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310070] NITA;53;5310;5310070;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310080] ALOK;53;5310;5310080;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310] SIKKA;53;5310;5310999;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310010] PAGA;53;5310;5310010;826;0;0;20;10
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310011] MEGO;53;5310;5310011;1594;0;0;6;36
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310012] TANA WAWO;53;5310;5310012;1361;0;0;12;5
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310020] LELA;53;5310;5310020;144;0;0;5;12
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310030] BOLA;53;5310;5310030;780;1;0;14;21
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310031] DORENG;53;5310;5310031;893;5;0;6;12
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310032] MAPITARA;53;5310;5310032;1075;0;0;1;12
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310040] TALIBURA;53;5310;5310040;981;0;0;7;71
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310041] WAIGETE;53;5310;5310041;929;0;0;2;34
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310042] WAIBLAMA;53;5310;5310042;890;0;0;7;66
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310050] KEWAPANTE;53;5310;5310050;268;0;0;8;15
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310051] HEWOKLOANG;53;5310;5310051;763;0;0;14;3
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310052] KANGAE;53;5310;5310052;444;0;0;16;9
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310061] PALUE;53;5310;5310061;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310062] KOTING;53;5310;5310062;41;0;0;2;2
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310063] NELLE;53;5310;5310063;17;0;0;0;1
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310070] NITA;53;5310;5310070;1737;0;0;51;43
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310071] MAGEPANDA;53;5310;5310071;116;0;0;1;6
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310080] ALOK;53;5310;5310080;13;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310081] ALOK BARAT;53;5310;5310081;59;0;0;2;2
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310082] ALOK TIMUR;53;5310;5310082;79;0;0;0;3
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310] SIKKA;53;5310;5310999;13010;6;0;174;363
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310010] PAGA;53;5310;5310010;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310011] MEGO;53;5310;5310011;4;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310012] TANA WAWO;53;5310;5310012;6;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310020] LELA;53;5310;5310020;0;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310030] BOLA;53;5310;5310030;1;0;0;0;0
BAB_5_tabel_5_48_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3115;[5310031] DORENG;53;5310;5310031;0;0;0;0;0
